"","Dates","Tenor","OIS_YLD","GILT_YLD","ISIN","percent_of_freefloat","gilt_ois_spread","mat_sec"
"10594",2011-12-09,"3Y",0.505,0.557,"GB00B4LFZR36",0.120868410353255,0.052,"short"
"10595",2011-12-09,"4Y",0.64785,0.806,"GB00B3QCG246",0.0520547653784414,0.15815,"short"
"10596",2011-12-09,"5Y",0.8359,1.076,"GB00B3Z3K594",0.201277551364416,0.2401,"short"
"10597",2011-12-09,"6Y",1.075,1.325,"GB00B1VWPC84",0.425045093192598,0.25,"short"
"10598",2011-12-09,"7Y",1.31,1.576,"GB00B39R3F84",0.310861386008555,0.266,"short"
"10599",2011-12-09,"8Y",1.54,1.824,"GB00B058DQ55",0.340955615469114,0.284,"short"
"10600",2011-12-09,"10Y",1.9025,2.16,"GB00B4RMG977",0.0578876404321095,0.2575,"medium"
"10601",2011-12-09,"15Y",2.407,2.745,"GB00B16NNR78",0.449892782693824,0.338,"medium"
"10602",2011-12-09,"20Y",2.652,3.032,"GB0004893086",0.338470387017912,0.38,"medium"
"10603",2011-12-09,"30Y",2.863,3.229,"GB00B6460505",0.0923739869180034,0.366,"long"
"10604",2011-12-09,"40Y",2.9425,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10605",2011-12-09,"50Y",2.991,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10606",2011-12-12,"1Y",0.4585,0.372,"GB00B29WRG55",0.20865096889688,-0.0865,"untargeted_short"
"10607",2011-12-12,"2Y",0.445,0.362,"GB00B3KJDW09",0.282660983963075,-0.083,"untargeted_short"
"10608",2011-12-12,"3Y",0.4965,0.521,"GB00B4LFZR36",0.12329967148105,0.0245,"short"
"10609",2011-12-12,"4Y",0.62,0.772,"GB00B3QCG246",0.077878196304576,0.152,"short"
"10610",2011-12-12,"5Y",0.8185,1.049,"GB00B3Z3K594",0.201277551364416,0.2305,"short"
"10611",2011-12-12,"6Y",1.0375,1.283,"GB00B1VWPC84",0.429220388803527,0.2455,"short"
"10612",2011-12-12,"7Y",1.2677,1.527,"GB00B39R3F84",0.319345817578991,0.2593,"short"
"10613",2011-12-12,"8Y",1.4925,1.764,"GB00B058DQ55",0.343418784620583,0.2715,"short"
"10614",2011-12-12,"10Y",1.855,2.102,"GB00B4RMG977",0.0499475698143186,0.247,"medium"
"10615",2011-12-12,"15Y",2.3555,2.69,"GB00B16NNR78",0.449892782693824,0.3345,"medium"
"10616",2011-12-12,"20Y",2.5988,2.97,"GB0004893086",0.338470387017912,0.3712,"medium"
"10617",2011-12-12,"30Y",2.7975,3.157,"GB00B6460505",0.0923739869180034,0.3595,"long"
"10618",2011-12-12,"40Y",2.875,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10619",2011-12-12,"50Y",2.9225,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10620",2011-12-13,"1Y",0.4575,0.367,"GB00B29WRG55",0.20865096889688,-0.0905,"untargeted_short"
"10621",2011-12-13,"2Y",0.435,0.371,"GB00B3KJDW09",0.282660983963075,-0.064,"untargeted_short"
"10622",2011-12-13,"3Y",0.4944,0.539,"GB00B4LFZR36",0.12329967148105,0.0446,"short"
"10623",2011-12-13,"4Y",0.6331,0.796,"GB00B3QCG246",0.077878196304576,0.1629,"short"
"10624",2011-12-13,"5Y",0.8275,1.074,"GB00B3Z3K594",0.201277551364416,0.2465,"short"
"10625",2011-12-13,"6Y",1.05,1.322,"GB00B1VWPC84",0.429220388803527,0.272,"short"
"10626",2011-12-13,"7Y",1.2776,1.551,"GB00B39R3F84",0.319345817578991,0.2734,"short"
"10627",2011-12-13,"8Y",1.507,1.787,"GB00B058DQ55",0.343418784620583,0.28,"short"
"10628",2011-12-13,"10Y",1.867,2.126,"GB00B4RMG977",0.0499475698143186,0.259,"medium"
"10629",2011-12-13,"15Y",2.366,2.722,"GB00B16NNR78",0.449892782693824,0.356,"medium"
"10630",2011-12-13,"20Y",2.608,3.007,"GB0004893086",0.338470387017912,0.399,"medium"
"10631",2011-12-13,"30Y",2.815,3.201,"GB00B6460505",0.0995459074828294,0.386,"long"
"10632",2011-12-13,"40Y",2.888,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10633",2011-12-13,"50Y",2.935,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10634",2011-12-14,"1Y",0.458,0.35,"GB00B29WRG55",0.20865096889688,-0.108,"untargeted_short"
"10635",2011-12-14,"2Y",0.4335,0.342,"GB00B3KJDW09",0.282660983963075,-0.0915,"untargeted_short"
"10636",2011-12-14,"3Y",0.4875,0.534,"GB00B4LFZR36",0.12329967148105,0.0465,"short"
"10637",2011-12-14,"4Y",0.617,0.801,"GB00B3QCG246",0.077878196304576,0.184,"short"
"10638",2011-12-14,"5Y",0.795,1.071,"GB00B3Z3K594",0.201277551364416,0.276,"short"
"10639",2011-12-14,"6Y",1.0215,1.308,"GB00B1VWPC84",0.429220388803527,0.2865,"short"
"10640",2011-12-14,"7Y",1.2525,1.524,"GB00B39R3F84",0.319345817578991,0.2715,"short"
"10641",2011-12-14,"8Y",1.4728,1.753,"GB00B058DQ55",0.343418784620583,0.2802,"short"
"10642",2011-12-14,"10Y",1.8217,2.093,"GB00B4RMG977",0.0499475698143186,0.2713,"medium"
"10643",2011-12-14,"15Y",2.327,2.687,"GB00B16NNR78",0.449892782693824,0.36,"medium"
"10644",2011-12-14,"20Y",2.57,2.963,"GB0004893086",0.338860828748778,0.393,"medium"
"10645",2011-12-14,"30Y",2.7775,3.16,"GB00B6460505",0.0995459074828294,0.3825,"long"
"10646",2011-12-14,"40Y",2.8501,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10647",2011-12-14,"50Y",2.8908,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10648",2011-12-15,"1Y",0.4435,0.357,"GB00B29WRG55",0.20865096889688,-0.0865,"untargeted_short"
"10649",2011-12-15,"2Y",0.434,0.364,"GB00B3KJDW09",0.282660983963075,-0.07,"untargeted_short"
"10650",2011-12-15,"3Y",0.4987,0.545,"GB00B4LFZR36",0.12329967148105,0.0463000000000001,"short"
"10651",2011-12-15,"4Y",0.6325,0.829,"GB00B3QCG246",0.077878196304576,0.1965,"short"
"10652",2011-12-15,"5Y",0.82875,1.118,"GB00B3Z3K594",0.201277551364416,0.28925,"short"
"10653",2011-12-15,"6Y",1.0433,1.35,"GB00B1VWPC84",0.429220388803527,0.3067,"short"
"10654",2011-12-15,"7Y",1.265,1.573,"GB00B39R3F84",0.319345817578991,0.308,"short"
"10655",2011-12-15,"8Y",1.4875,1.769,"GB00B058DQ55",0.343418784620583,0.2815,"short"
"10656",2011-12-15,"10Y",1.845,2.102,"GB00B4RMG977",0.0499475698143186,0.257,"medium"
"10657",2011-12-15,"15Y",2.34,2.69,"GB00B16NNR78",0.449892782693824,0.35,"medium"
"10658",2011-12-15,"20Y",2.575,2.958,"GB0004893086",0.338860828748778,0.383,"medium"
"10659",2011-12-15,"30Y",2.7825,3.16,"GB00B6460505",0.0995459074828294,0.3775,"long"
"10660",2011-12-15,"40Y",2.86,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10661",2011-12-15,"50Y",2.901,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10662",2011-12-16,"1Y",0.446,0.31,"GB00B29WRG55",0.20865096889688,-0.136,"untargeted_short"
"10663",2011-12-16,"2Y",0.4325,0.311,"GB00B3KJDW09",0.282660983963075,-0.1215,"untargeted_short"
"10664",2011-12-16,"3Y",0.4802,0.489,"GB00B4LFZR36",0.12329967148105,0.00879999999999997,"short"
"10665",2011-12-16,"4Y",0.6025,0.771,"GB00B3QCG246",0.077878196304576,0.1685,"short"
"10666",2011-12-16,"5Y",0.7825,1.055,"GB00B3Z3K594",0.201277551364416,0.2725,"short"
"10667",2011-12-16,"6Y",0.99215,1.289,"GB00B1VWPC84",0.429220388803527,0.29685,"short"
"10668",2011-12-16,"7Y",1.21,1.513,"GB00B39R3F84",0.319345817578991,0.303,"short"
"10669",2011-12-16,"8Y",1.42525,1.72,"GB00B058DQ55",0.343418784620583,0.29475,"short"
"10670",2011-12-16,"10Y",1.7793,2.043,"GB00B4RMG977",0.0499475698143186,0.2637,"medium"
"10671",2011-12-16,"15Y",2.2675,2.623,"GB00B16NNR78",0.449892782693824,0.3555,"medium"
"10672",2011-12-16,"20Y",2.5,2.881,"GB0004893086",0.338860828748778,0.381,"medium"
"10673",2011-12-16,"30Y",2.7025,3.084,"GB00B6460505",0.0995459074828294,0.3815,"long"
"10674",2011-12-16,"40Y",2.7741,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10675",2011-12-16,"50Y",2.822,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10676",2011-12-19,"1Y",0.4606,0.321,"GB00B29WRG55",0.20865096889688,-0.1396,"untargeted_short"
"10677",2011-12-19,"2Y",0.4425,0.322,"GB00B3KJDW09",0.282660983963075,-0.1205,"untargeted_short"
"10678",2011-12-19,"3Y",0.5075,0.508,"GB00B4LFZR36",0.12329967148105,0.000500000000000056,"short"
"10679",2011-12-19,"4Y",0.63,0.79,"GB00B3QCG246",0.077878196304576,0.16,"short"
"10680",2011-12-19,"5Y",0.80875,1.075,"GB00B3Z3K594",0.201277551364416,0.26625,"short"
"10681",2011-12-19,"6Y",1.015,1.307,"GB00B1VWPC84",0.429220388803527,0.292,"short"
"10682",2011-12-19,"7Y",1.2325,1.548,"GB00B39R3F84",0.319345817578991,0.3155,"short"
"10683",2011-12-19,"8Y",1.4525,1.752,"GB00B058DQ55",0.343418784620583,0.2995,"short"
"10684",2011-12-19,"10Y",1.815,2.063,"GB00B4RMG977",0.0499475698143186,0.248,"medium"
"10685",2011-12-19,"15Y",2.2939,2.625,"GB00B16NNR78",0.449892782693824,0.3311,"medium"
"10686",2011-12-19,"20Y",2.5215,2.865,"GB0004893086",0.338860828748778,0.3435,"medium"
"10687",2011-12-19,"30Y",2.715,3.069,"GB00B6460505",0.0995459074828294,0.354,"long"
"10688",2011-12-19,"40Y",2.7855,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10689",2011-12-19,"50Y",2.8315,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10690",2011-12-20,"1Y",0.4525,0.368,"GB00B29WRG55",0.20865096889688,-0.0845,"untargeted_short"
"10691",2011-12-20,"2Y",0.453,0.371,"GB00B3KJDW09",0.282660983963075,-0.082,"untargeted_short"
"10692",2011-12-20,"3Y",0.511,0.559,"GB00B4LFZR36",0.12329967148105,0.048,"short"
"10693",2011-12-20,"4Y",0.6437,0.849,"GB00B3QCG246",0.077878196304576,0.2053,"short"
"10694",2011-12-20,"5Y",0.8275,1.142,"GB00B3Z3K594",0.201277551364416,0.3145,"short"
"10695",2011-12-20,"6Y",1.04,1.352,"GB00B1VWPC84",0.429220388803527,0.312,"short"
"10696",2011-12-20,"7Y",1.255,1.597,"GB00B39R3F84",0.319345817578991,0.342,"short"
"10697",2011-12-20,"8Y",1.474,1.794,"GB00B058DQ55",0.343418784620583,0.32,"short"
"10698",2011-12-20,"10Y",1.8375,2.095,"GB00B4RMG977",0.0499475698143186,0.2575,"medium"
"10699",2011-12-20,"15Y",2.3213,2.644,"GB00B16NNR78",0.449892782693824,0.3227,"medium"
"10700",2011-12-20,"20Y",2.5475,2.886,"GB0004893086",0.338860828748778,0.3385,"medium"
"10701",2011-12-20,"30Y",2.7425,3.097,"GB00B6460505",0.0995459074828294,0.3545,"long"
"10702",2011-12-20,"40Y",2.8129,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10703",2011-12-20,"50Y",2.855,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10704",2011-12-21,"1Y",0.4705,0.379,"GB00B29WRG55",0.20865096889688,-0.0915,"untargeted_short"
"10705",2011-12-21,"2Y",0.4575,0.377,"GB00B3KJDW09",0.282660983963075,-0.0805,"untargeted_short"
"10706",2011-12-21,"3Y",0.5175,0.573,"GB00B4LFZR36",0.12329967148105,0.0555,"short"
"10707",2011-12-21,"4Y",0.6375,0.855,"GB00B3QCG246",0.077878196304576,0.2175,"short"
"10708",2011-12-21,"5Y",0.8147,1.148,"GB00B3Z3K594",0.201277551364416,0.3333,"short"
"10709",2011-12-21,"6Y",1.0135,1.349,"GB00B1VWPC84",0.429220388803527,0.3355,"short"
"10710",2011-12-21,"7Y",1.2185,1.583,"GB00B39R3F84",0.319345817578991,0.3645,"short"
"10711",2011-12-21,"8Y",1.435,1.776,"GB00B058DQ55",0.343418784620583,0.341,"short"
"10712",2011-12-21,"10Y",1.785,2.072,"GB00B4RMG977",0.0499475698143186,0.287,"medium"
"10713",2011-12-21,"15Y",2.275,2.635,"GB00B16NNR78",0.449892782693824,0.36,"medium"
"10714",2011-12-21,"20Y",2.5195,2.905,"GB0004893086",0.338860828748778,0.3855,"medium"
"10715",2011-12-21,"30Y",2.7425,3.123,"GB00B6460505",0.0995459074828294,0.3805,"long"
"10716",2011-12-21,"40Y",2.825,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10717",2011-12-21,"50Y",2.8755,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10718",2011-12-22,"1Y",0.4627,0.342,"GB00B29WRG55",0.20865096889688,-0.1207,"untargeted_short"
"10719",2011-12-22,"2Y",0.4525,0.337,"GB00B3KJDW09",0.282660983963075,-0.1155,"untargeted_short"
"10720",2011-12-22,"3Y",0.496,0.524,"GB00B4LFZR36",0.12329967148105,0.028,"short"
"10721",2011-12-22,"4Y",0.622,0.812,"GB00B3QCG246",0.077878196304576,0.19,"short"
"10722",2011-12-22,"5Y",0.796,1.106,"GB00B3Z3K594",0.201277551364416,0.31,"short"
"10723",2011-12-22,"6Y",0.9925,1.32,"GB00B1VWPC84",0.429220388803527,0.3275,"short"
"10724",2011-12-22,"7Y",1.2025,1.558,"GB00B39R3F84",0.319345817578991,0.3555,"short"
"10725",2011-12-22,"8Y",1.4125,1.753,"GB00B058DQ55",0.343418784620583,0.3405,"short"
"10726",2011-12-22,"10Y",1.765,2.049,"GB00B4RMG977",0.0499475698143186,0.284,"medium"
"10727",2011-12-22,"15Y",2.2575,2.614,"GB00B16NNR78",0.449892782693824,0.3565,"medium"
"10728",2011-12-22,"20Y",2.4975,2.888,"GB0004893086",0.338860828748778,0.3905,"medium"
"10729",2011-12-22,"30Y",2.7325,3.108,"GB00B6460505",0.0995459074828294,0.3755,"long"
"10730",2011-12-22,"40Y",2.8185,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10731",2011-12-22,"50Y",2.88,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10732",2011-12-23,"1Y",0.4618,0.352,"GB00B29WRG55",0.20865096889688,-0.1098,"untargeted_short"
"10733",2011-12-23,"2Y",0.455,0.341,"GB00B3KJDW09",0.282660983963075,-0.114,"untargeted_short"
"10734",2011-12-23,"3Y",0.4978,0.524,"GB00B4LFZR36",0.12329967148105,0.0262,"short"
"10735",2011-12-23,"4Y",0.625,0.808,"GB00B3QCG246",0.077878196304576,0.183,"short"
"10736",2011-12-23,"5Y",0.796,1.1,"GB00B3Z3K594",0.201277551364416,0.304,"short"
"10737",2011-12-23,"6Y",0.991,1.307,"GB00B1VWPC84",0.429220388803527,0.316,"short"
"10738",2011-12-23,"7Y",1.1975,1.547,"GB00B39R3F84",0.319345817578991,0.3495,"short"
"10739",2011-12-23,"8Y",1.41,1.74,"GB00B058DQ55",0.343418784620583,0.33,"short"
"10740",2011-12-23,"10Y",1.76,2.038,"GB00B4RMG977",0.0499475698143186,0.278,"medium"
"10741",2011-12-23,"15Y",2.2508,2.601,"GB00B16NNR78",0.449892782693824,0.3502,"medium"
"10742",2011-12-23,"20Y",2.4903,2.875,"GB0004893086",0.338860828748778,0.3847,"medium"
"10743",2011-12-23,"30Y",2.7275,3.096,"GB00B6460505",0.0995459074828294,0.3685,"long"
"10744",2011-12-23,"40Y",2.81005,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10745",2011-12-23,"50Y",2.8699,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10746",2011-12-26,"1Y",0.465,0.352,"GB00B29WRG55",0.20865096889688,-0.113,"untargeted_short"
"10747",2011-12-26,"2Y",0.455,0.341,"GB00B3KJDW09",0.282660983963075,-0.114,"untargeted_short"
"10748",2011-12-26,"3Y",0.4978,0.524,"GB00B4LFZR36",0.12329967148105,0.0262,"short"
"10749",2011-12-26,"4Y",0.625,0.808,"GB00B3QCG246",0.077878196304576,0.183,"short"
"10750",2011-12-26,"5Y",0.796,1.1,"GB00B3Z3K594",0.201277551364416,0.304,"short"
"10751",2011-12-26,"6Y",0.991,1.307,"GB00B1VWPC84",0.429220388803527,0.316,"short"
"10752",2011-12-26,"7Y",1.1975,1.547,"GB00B39R3F84",0.319345817578991,0.3495,"short"
"10753",2011-12-26,"8Y",1.41,1.74,"GB00B058DQ55",0.343418784620583,0.33,"short"
"10754",2011-12-26,"10Y",1.76,2.038,"GB00B4RMG977",0.0499475698143186,0.278,"medium"
"10755",2011-12-26,"15Y",2.2508,2.601,"GB00B16NNR78",0.449892782693824,0.3502,"medium"
"10756",2011-12-26,"20Y",2.4903,2.875,"GB0004893086",0.338860828748778,0.3847,"medium"
"10757",2011-12-26,"30Y",2.7275,3.096,"GB00B6460505",0.0995459074828294,0.3685,"long"
"10758",2011-12-26,"40Y",2.81005,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10759",2011-12-26,"50Y",2.8699,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10760",2011-12-27,"1Y",0.465,0.352,"GB00B29WRG55",0.20865096889688,-0.113,"untargeted_short"
"10761",2011-12-27,"2Y",0.455,0.341,"GB00B3KJDW09",0.282660983963075,-0.114,"untargeted_short"
"10762",2011-12-27,"3Y",0.5,0.524,"GB00B4LFZR36",0.12329967148105,0.024,"short"
"10763",2011-12-27,"4Y",0.6261,0.808,"GB00B3QCG246",0.077878196304576,0.1819,"short"
"10764",2011-12-27,"5Y",0.7975,1.1,"GB00B3Z3K594",0.201277551364416,0.3025,"short"
"10765",2011-12-27,"6Y",0.991,1.308,"GB00B1VWPC84",0.429220388803527,0.317,"short"
"10766",2011-12-27,"7Y",1.1975,1.548,"GB00B39R3F84",0.319345817578991,0.3505,"short"
"10767",2011-12-27,"8Y",1.41,1.743,"GB00B058DQ55",0.343418784620583,0.333,"short"
"10768",2011-12-27,"10Y",1.76,2.04,"GB00B4RMG977",0.0499475698143186,0.28,"medium"
"10769",2011-12-27,"15Y",2.2508,2.602,"GB00B16NNR78",0.449892782693824,0.3512,"medium"
"10770",2011-12-27,"20Y",2.4903,2.877,"GB0004893086",0.338860828748778,0.3867,"medium"
"10771",2011-12-27,"30Y",2.7275,3.097,"GB00B6460505",0.0995459074828294,0.3695,"long"
"10772",2011-12-27,"40Y",2.81005,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10773",2011-12-27,"50Y",2.8699,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10774",2011-12-28,"1Y",0.4617,0.319,"GB00B29WRG55",0.20865096889688,-0.1427,"untargeted_short"
"10775",2011-12-28,"2Y",0.452,0.317,"GB00B3KJDW09",0.282660983963075,-0.135,"untargeted_short"
"10776",2011-12-28,"3Y",0.5065,0.499,"GB00B4LFZR36",0.12329967148105,-0.00749999999999995,"short"
"10777",2011-12-28,"4Y",0.6227,0.782,"GB00B3QCG246",0.077878196304576,0.1593,"short"
"10778",2011-12-28,"5Y",0.7875,1.075,"GB00B3Z3K594",0.201277551364416,0.2875,"short"
"10779",2011-12-28,"6Y",0.9774,1.283,"GB00B1VWPC84",0.429220388803527,0.3056,"short"
"10780",2011-12-28,"7Y",1.1775,1.52,"GB00B39R3F84",0.319345817578991,0.3425,"short"
"10781",2011-12-28,"8Y",1.39,1.714,"GB00B058DQ55",0.343418784620583,0.324,"short"
"10782",2011-12-28,"10Y",1.7325,2.011,"GB00B4RMG977",0.0499475698143186,0.2785,"medium"
"10783",2011-12-28,"15Y",2.2225,2.575,"GB00B16NNR78",0.449892782693824,0.3525,"medium"
"10784",2011-12-28,"20Y",2.4685,2.847,"GB0004893086",0.338860828748778,0.3785,"medium"
"10785",2011-12-28,"30Y",2.7024,3.068,"GB00B6460505",0.0995459074828294,0.3656,"long"
"10786",2011-12-28,"40Y",2.7855,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10787",2011-12-28,"50Y",2.8456,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10788",2011-12-29,"1Y",0.449,0.301,"GB00B29WRG55",0.20865096889688,-0.148,"untargeted_short"
"10789",2011-12-29,"2Y",0.445,0.301,"GB00B3KJDW09",0.282660983963075,-0.144,"untargeted_short"
"10790",2011-12-29,"3Y",0.4918,0.462,"GB00B4LFZR36",0.12329967148105,-0.0298,"short"
"10791",2011-12-29,"4Y",0.5925,0.742,"GB00B3QCG246",0.077878196304576,0.1495,"short"
"10792",2011-12-29,"5Y",0.755,1.032,"GB00B3Z3K594",0.201277551364416,0.277,"short"
"10793",2011-12-29,"6Y",0.9774,1.241,"GB00B1VWPC84",0.429220388803527,0.2636,"short"
"10794",2011-12-29,"7Y",1.1775,1.475,"GB00B39R3F84",0.319345817578991,0.2975,"short"
"10795",2011-12-29,"8Y",1.39,1.67,"GB00B058DQ55",0.343418784620583,0.28,"short"
"10796",2011-12-29,"10Y",1.7325,1.963,"GB00B4RMG977",0.0499475698143186,0.2305,"medium"
"10797",2011-12-29,"15Y",2.2225,2.528,"GB00B16NNR78",0.449892782693824,0.3055,"medium"
"10798",2011-12-29,"20Y",2.4685,2.804,"GB0004893086",0.338860828748778,0.3355,"medium"
"10799",2011-12-29,"30Y",2.7024,3.027,"GB00B6460505",0.0995459074828294,0.3246,"long"
"10800",2011-12-29,"40Y",2.7855,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10801",2011-12-29,"50Y",2.8456,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10802",2011-12-30,"1Y",0.4521,0.325,"GB00B29WRG55",0.20865096889688,-0.1271,"untargeted_short"
"10803",2011-12-30,"2Y",0.445,0.327,"GB00B3KJDW09",0.282660983963075,-0.118,"untargeted_short"
"10804",2011-12-30,"3Y",0.4906,0.486,"GB00B4LFZR36",0.12329967148105,-0.00459999999999999,"short"
"10805",2011-12-30,"4Y",0.6,0.762,"GB00B3QCG246",0.077878196304576,0.162,"short"
"10806",2011-12-30,"5Y",0.7675,1.051,"GB00B3Z3K594",0.201277551364416,0.2835,"short"
"10807",2011-12-30,"6Y",0.9774,1.253,"GB00B1VWPC84",0.429220388803527,0.2756,"short"
"10808",2011-12-30,"7Y",1.1775,1.491,"GB00B39R3F84",0.319345817578991,0.3135,"short"
"10809",2011-12-30,"8Y",1.39,1.689,"GB00B058DQ55",0.343418784620583,0.299,"short"
"10810",2011-12-30,"10Y",1.7325,1.977,"GB00B4RMG977",0.0499475698143186,0.2445,"medium"
"10811",2011-12-30,"15Y",2.2225,2.548,"GB00B16NNR78",0.449892782693824,0.3255,"medium"
"10812",2011-12-30,"20Y",2.4685,2.83,"GB0004893086",0.338860828748778,0.3615,"medium"
"10813",2011-12-30,"30Y",2.7024,3.053,"GB00B6460505",0.0995459074828294,0.3506,"long"
"10814",2011-12-30,"40Y",2.7855,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10815",2011-12-30,"50Y",2.8456,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10816",2012-01-02,"1Y",0.455,0.412,"GB00B29WRG55",0.20865096889688,-0.043,"untargeted_short"
"10817",2012-01-02,"2Y",0.445,0.33,"GB00B3KJDW09",0.282660983963075,-0.115,"untargeted_short"
"10818",2012-01-02,"3Y",0.4906,0.486,"GB00B4LFZR36",0.12329967148105,-0.00459999999999999,"short"
"10819",2012-01-02,"4Y",0.6,0.763,"GB00B3QCG246",0.077878196304576,0.163,"short"
"10820",2012-01-02,"5Y",0.7675,1.071,"GB00B3Z3K594",0.201277551364416,0.3035,"short"
"10821",2012-01-02,"6Y",0.9774,1.255,"GB00B1VWPC84",0.429220388803527,0.2776,"short"
"10822",2012-01-02,"7Y",1.1775,1.491,"GB00B39R3F84",0.319345817578991,0.3135,"short"
"10823",2012-01-02,"8Y",1.39,1.688,"GB00B058DQ55",0.343418784620583,0.298,"short"
"10824",2012-01-02,"10Y",1.7325,1.978,"GB00B4RMG977",0.0499475698143186,0.2455,"medium"
"10825",2012-01-02,"15Y",2.2225,2.549,"GB00B16NNR78",0.449892782693824,0.3265,"medium"
"10826",2012-01-02,"20Y",2.4685,2.829,"GB0004893086",0.338860828748778,0.3605,"medium"
"10827",2012-01-02,"30Y",2.7024,3.054,"GB00B6460505",0.0995459074828294,0.3516,"long"
"10828",2012-01-02,"40Y",2.7855,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10829",2012-01-02,"50Y",2.8456,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10830",2012-01-03,"1Y",0.4795,0.336,"GB00B29WRG55",0.20865096889688,-0.1435,"untargeted_short"
"10831",2012-01-03,"2Y",0.471,0.363,"GB00B3KJDW09",0.282660983963075,-0.108,"untargeted_short"
"10832",2012-01-03,"3Y",0.536,0.535,"GB00B4LFZR36",0.127120224681871,-0.001,"short"
"10833",2012-01-03,"4Y",0.6562,0.813,"GB00B3QCG246",0.0861931527996255,0.1568,"short"
"10834",2012-01-03,"5Y",0.8246,1.099,"GB00B3Z3K594",0.201277551364416,0.2744,"short"
"10835",2012-01-03,"6Y",1.012,1.305,"GB00B1VWPC84",0.433044959583138,0.293,"short"
"10836",2012-01-03,"7Y",1.215,1.536,"GB00B39R3F84",0.321615775148274,0.321,"short"
"10837",2012-01-03,"8Y",1.4225,1.737,"GB00B058DQ55",0.343418784620583,0.3145,"short"
"10838",2012-01-03,"10Y",1.7675,2.033,"GB00B4RMG977",0.0543555644861343,0.2655,"medium"
"10839",2012-01-03,"15Y",2.2574,2.596,"GB00B16NNR78",0.449892782693824,0.3386,"medium"
"10840",2012-01-03,"20Y",2.5005,2.868,"GB0004893086",0.338860828748778,0.3675,"medium"
"10841",2012-01-03,"30Y",2.711,3.09,"GB00B6460505",0.0995459074828294,0.379,"long"
"10842",2012-01-03,"40Y",2.795,NA,"GB00B6RNH572",0.528490648107873,NA,"long"
"10843",2012-01-03,"50Y",2.8525,NA,"GB00B54QLM75",0.205142958832602,NA,"long"
"10844",2012-01-04,"1Y",0.472,0.373,"GB00B29WRG55",0.20865096889688,-0.099,"untargeted_short"
"10845",2012-01-04,"2Y",0.4775,0.402,"GB00B3KJDW09",0.282660983963075,-0.0755,"untargeted_short"
"10846",2012-01-04,"3Y",0.5462,0.566,"GB00B4LFZR36",0.127120224681871,0.0197999999999999,"short"
"10847",2012-01-04,"4Y",0.67,0.834,"GB00B3QCG246",0.0861931527996255,0.164,"short"
"10848",2012-01-04,"5Y",0.835,1.104,"GB00B3Z3K594",0.201277551364416,0.269,"short"
"10849",2012-01-04,"6Y",1.024,1.328,"GB00B1VWPC84",0.433044959583138,0.304,"short"
"10850",2012-01-04,"7Y",1.229,1.553,"GB00B39R3F84",0.321615775148274,0.324,"short"
"10851",2012-01-04,"8Y",1.44,1.758,"GB00B058DQ55",0.343418784620583,0.318,"short"
"10852",2012-01-04,"10Y",1.7825,2.054,"GB00B4RMG977",0.0543555644861343,0.2715,"medium"
"10853",2012-01-04,"15Y",2.2725,2.607,"GB00B16NNR78",0.443170847497733,0.3345,"medium"
"10854",2012-01-04,"20Y",2.5152,2.877,"GB0004893086",0.338860828748778,0.3618,"medium"
"10855",2012-01-04,"30Y",2.7193,3.103,"GB00B6460505",0.0995459074828294,0.3837,"long"
