"","Dates","Tenor","OIS_YLD","GILT_YLD","ISIN","percent_of_freefloat","gilt_ois_spread","mat_sec"
"1",2009-01-01,"1Y",0.921,0.545,"GB0003042636",NA,-0.376,"untargeted_short"
"2",2009-01-01,"2Y",1.467,1.047,"GB00B0330274",NA,-0.42,"untargeted_short"
"3",2009-01-01,"3Y",1.98,1.823,"GB00B0LNX641",NA,-0.157,"untargeted_short"
"4",2009-01-01,"4Y",2.2825,2.297,"GB0030468747",NA,0.0145,"untargeted_short"
"5",2009-01-01,"5Y",2.4825,2.429,"GB00B29WRG55",NA,-0.0535000000000001,"medium"
"6",2009-01-01,"7Y",2.735,2.949,"GB0033280339",NA,0.214,"medium"
"7",2009-01-01,"8Y",2.815,2.932,"GB00B0V3WX43",NA,0.117,"medium"
"8",2009-01-01,"10Y",2.9375,3.02,"GB00B1VWPC84",NA,0.0825,"long"
"9",2009-01-01,"15Y",3.2575,3.889,"GB0030880693",NA,0.6315,"long"
"10",2009-01-01,"20Y",3.2,3.939,"GB00B16NNR78",NA,0.739,"long"
"11",2009-01-01,"30Y",2.965,3.702,"GB00B00NY175",NA,0.737,"untargeted_long"
"12",2009-01-01,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"13",2009-01-01,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"14",2009-01-02,"1Y",0.9055,0.705,"GB0003042636",NA,-0.2005,"untargeted_short"
"15",2009-01-02,"2Y",1.435,1.013,"GB00B0330274",NA,-0.422,"untargeted_short"
"16",2009-01-02,"3Y",1.92375,1.776,"GB00B0LNX641",NA,-0.14775,"untargeted_short"
"17",2009-01-02,"4Y",2.23,2.258,"GB0030468747",NA,0.028,"untargeted_short"
"18",2009-01-02,"5Y",2.44,2.417,"GB00B29WRG55",NA,-0.0230000000000001,"medium"
"19",2009-01-02,"7Y",2.71125,2.935,"GB0033280339",NA,0.22375,"medium"
"20",2009-01-02,"8Y",2.79875,2.929,"GB00B0V3WX43",NA,0.13025,"medium"
"21",2009-01-02,"10Y",2.925,3.035,"GB00B1VWPC84",NA,0.11,"long"
"22",2009-01-02,"15Y",3.2575,3.914,"GB0030880693",NA,0.6565,"long"
"23",2009-01-02,"20Y",3.2075,3.969,"GB00B16NNR78",NA,0.7615,"long"
"24",2009-01-02,"30Y",2.9875,3.739,"GB00B00NY175",NA,0.7515,"untargeted_long"
"25",2009-01-02,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"26",2009-01-02,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"27",2009-01-05,"1Y",0.91,1.075,"GB00B0330274",NA,0.165,"untargeted_short"
"28",2009-01-05,"2Y",1.4375,1.844,"GB00B0LNX641",NA,0.4065,"untargeted_short"
"29",2009-01-05,"3Y",1.96125,2.316,"GB0030468747",NA,0.35475,"untargeted_short"
"30",2009-01-05,"4Y",2.2825,2.495,"GB00B29WRG55",NA,0.2125,"untargeted_short"
"31",2009-01-05,"5Y",2.5,2.826,"GB0031829509",NA,0.326,"medium"
"32",2009-01-05,"7Y",2.79375,3.026,"GB0033280339",NA,0.23225,"medium"
"33",2009-01-05,"8Y",2.89,3.033,"GB00B0V3WX43",NA,0.143,"medium"
"34",2009-01-05,"10Y",3.0325,3.154,"GB00B1VWPC84",NA,0.1215,"long"
"35",2009-01-05,"15Y",3.36625,3.997,"GB0030880693",NA,0.63075,"long"
"36",2009-01-05,"20Y",3.31125,4.048,"GB00B16NNR78",NA,0.73675,"long"
"37",2009-01-05,"30Y",3.085,3.84,"GB00B00NY175",NA,0.755,"untargeted_long"
"38",2009-01-05,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"39",2009-01-05,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"40",2009-01-06,"1Y",0.961,1.121,"GB00B0330274",NA,0.16,"untargeted_short"
"41",2009-01-06,"2Y",1.4855,1.819,"GB00B0LNX641",NA,0.3335,"untargeted_short"
"42",2009-01-06,"3Y",1.97875,2.331,"GB0030468747",NA,0.35225,"untargeted_short"
"43",2009-01-06,"4Y",2.30125,2.54,"GB00B29WRG55",NA,0.23875,"untargeted_short"
"44",2009-01-06,"5Y",2.525,2.842,"GB0031829509",NA,0.317,"medium"
"45",2009-01-06,"7Y",2.83375,3.087,"GB0033280339",NA,0.25325,"medium"
"46",2009-01-06,"8Y",2.93375,3.12,"GB00B0V3WX43",NA,0.18625,"medium"
"47",2009-01-06,"10Y",3.0875,3.261,"GB00B1VWPC84",NA,0.1735,"long"
"48",2009-01-06,"15Y",3.40875,4.105,"GB0030880693",NA,0.69625,"long"
"49",2009-01-06,"20Y",3.36125,4.157,"GB00B16NNR78",NA,0.79575,"long"
"50",2009-01-06,"30Y",3.1375,3.982,"GB00B00NY175",NA,0.8445,"untargeted_long"
"51",2009-01-06,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"52",2009-01-06,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"53",2009-01-07,"1Y",0.8905,1.112,"GB00B0330274",NA,0.2215,"untargeted_short"
"54",2009-01-07,"2Y",1.3835,1.783,"GB00B0LNX641",NA,0.3995,"untargeted_short"
"55",2009-01-07,"3Y",1.8725,2.317,"GB0030468747",NA,0.4445,"untargeted_short"
"56",2009-01-07,"4Y",2.20875,2.576,"GB00B29WRG55",NA,0.36725,"untargeted_short"
"57",2009-01-07,"5Y",2.4575,2.811,"GB0031829509",NA,0.3535,"medium"
"58",2009-01-07,"7Y",2.79125,3.075,"GB0033280339",NA,0.28375,"medium"
"59",2009-01-07,"8Y",2.90625,3.115,"GB00B0V3WX43",NA,0.20875,"medium"
"60",2009-01-07,"10Y",3.07,3.285,"GB00B1VWPC84",NA,0.215,"long"
"61",2009-01-07,"15Y",3.39625,4.095,"GB0030880693",NA,0.69875,"long"
"62",2009-01-07,"20Y",3.3525,4.151,"GB00B16NNR78",NA,0.7985,"long"
"63",2009-01-07,"30Y",3.135,3.996,"GB00B00NY175",NA,0.861,"untargeted_long"
"64",2009-01-07,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"65",2009-01-07,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"66",2009-01-08,"1Y",0.859,1.052,"GB00B0330274",NA,0.193,"untargeted_short"
"67",2009-01-08,"2Y",1.292,1.683,"GB00B0LNX641",NA,0.391,"untargeted_short"
"68",2009-01-08,"3Y",1.7725,2.229,"GB0030468747",NA,0.4565,"untargeted_short"
"69",2009-01-08,"4Y",2.1075,2.49,"GB00B29WRG55",NA,0.3825,"untargeted_short"
"70",2009-01-08,"5Y",2.3525,2.727,"GB0031829509",NA,0.3745,"medium"
"71",2009-01-08,"7Y",2.68875,3.003,"GB0033280339",NA,0.31425,"medium"
"72",2009-01-08,"8Y",2.80625,3.047,"GB00B0V3WX43",NA,0.24075,"medium"
"73",2009-01-08,"10Y",2.9925,3.22,"GB00B1VWPC84",NA,0.2275,"long"
"74",2009-01-08,"15Y",3.32875,4.046,"GB0030880693",NA,0.71725,"long"
"75",2009-01-08,"20Y",3.29375,4.099,"GB00B16NNR78",NA,0.80525,"long"
"76",2009-01-08,"30Y",3.085,3.955,"GB00B00NY175",NA,0.87,"untargeted_long"
"77",2009-01-08,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"78",2009-01-08,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"79",2009-01-09,"1Y",0.821,1.029,"GB00B0330274",NA,0.208,"untargeted_short"
"80",2009-01-09,"2Y",1.2765,1.605,"GB00B0LNX641",NA,0.3285,"untargeted_short"
"81",2009-01-09,"3Y",1.7275,2.163,"GB0030468747",NA,0.4355,"untargeted_short"
"82",2009-01-09,"4Y",2.065,2.418,"GB00B29WRG55",NA,0.353,"untargeted_short"
"83",2009-01-09,"5Y",2.3025,2.679,"GB0031829509",NA,0.3765,"medium"
"84",2009-01-09,"7Y",2.6575,2.937,"GB0033280339",NA,0.2795,"medium"
"85",2009-01-09,"8Y",2.78375,2.979,"GB00B0V3WX43",NA,0.19525,"medium"
"86",2009-01-09,"10Y",2.97,3.135,"GB00B1VWPC84",NA,0.165,"long"
"87",2009-01-09,"15Y",3.30125,3.955,"GB0030880693",NA,0.65375,"long"
"88",2009-01-09,"20Y",3.2625,4.009,"GB00B16NNR78",NA,0.7465,"long"
"89",2009-01-09,"30Y",3.05,3.855,"GB00B00NY175",NA,0.805,"untargeted_long"
"90",2009-01-09,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"91",2009-01-09,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"92",2009-01-12,"1Y",0.828,1.027,"GB00B0330274",NA,0.199,"untargeted_short"
"93",2009-01-12,"2Y",1.273,1.565,"GB00B0LNX641",NA,0.292,"untargeted_short"
"94",2009-01-12,"3Y",1.7525,2.156,"GB0030468747",NA,0.4035,"untargeted_short"
"95",2009-01-12,"4Y",2.10125,2.42,"GB00B29WRG55",NA,0.31875,"untargeted_short"
"96",2009-01-12,"5Y",2.3425,2.677,"GB0031829509",NA,0.3345,"medium"
"97",2009-01-12,"7Y",2.70875,2.942,"GB0033280339",NA,0.23325,"medium"
"98",2009-01-12,"8Y",2.83875,2.985,"GB00B0V3WX43",NA,0.14625,"medium"
"99",2009-01-12,"10Y",3.0375,3.139,"GB00B1VWPC84",NA,0.1015,"long"
"100",2009-01-12,"15Y",3.37625,3.956,"GB0030880693",NA,0.57975,"long"
"101",2009-01-12,"20Y",3.33875,4.018,"GB00B16NNR78",NA,0.67925,"long"
"102",2009-01-12,"30Y",3.12,3.868,"GB00B00NY175",NA,0.748,"untargeted_long"
"103",2009-01-12,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"104",2009-01-12,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"105",2009-01-13,"1Y",0.8355,1.067,"GB00B0330274",NA,0.2315,"untargeted_short"
"106",2009-01-13,"2Y",1.292,1.596,"GB00B0LNX641",NA,0.304,"untargeted_short"
"107",2009-01-13,"3Y",1.7975,2.209,"GB0030468747",NA,0.4115,"untargeted_short"
"108",2009-01-13,"4Y",2.1425,2.494,"GB00B29WRG55",NA,0.3515,"untargeted_short"
"109",2009-01-13,"5Y",2.3925,2.743,"GB0031829509",NA,0.3505,"medium"
"110",2009-01-13,"7Y",2.75875,3.013,"GB0033280339",NA,0.25425,"medium"
"111",2009-01-13,"8Y",2.89125,3.057,"GB00B0V3WX43",NA,0.16575,"medium"
"112",2009-01-13,"10Y",3.095,3.207,"GB00B1VWPC84",NA,0.112,"long"
"113",2009-01-13,"15Y",3.45375,4.048,"GB0030880693",NA,0.59425,"long"
"114",2009-01-13,"20Y",3.43375,4.114,"GB00B16NNR78",NA,0.68025,"long"
"115",2009-01-13,"30Y",3.2175,3.988,"GB00B00NY175",NA,0.7705,"untargeted_long"
"116",2009-01-13,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"117",2009-01-13,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"118",2009-01-14,"1Y",0.8895,1.051,"GB00B0330274",NA,0.1615,"untargeted_short"
"119",2009-01-14,"2Y",1.334,1.571,"GB00B0LNX641",NA,0.237,"untargeted_short"
"120",2009-01-14,"3Y",1.81375,2.209,"GB0030468747",NA,0.39525,"untargeted_short"
"121",2009-01-14,"4Y",2.14875,2.506,"GB00B29WRG55",NA,0.35725,"untargeted_short"
"122",2009-01-14,"5Y",2.3875,2.691,"GB0031829509",NA,0.3035,"medium"
"123",2009-01-14,"7Y",2.7375,2.94,"GB0033280339",NA,0.2025,"medium"
"124",2009-01-14,"8Y",2.85875,2.983,"GB00B0V3WX43",NA,0.12425,"medium"
"125",2009-01-14,"10Y",3.0425,3.12,"GB00B1VWPC84",NA,0.0775000000000001,"long"
"126",2009-01-14,"15Y",3.40375,3.978,"GB0030880693",NA,0.57425,"long"
"127",2009-01-14,"20Y",3.38125,4.046,"GB00B16NNR78",NA,0.66475,"long"
"128",2009-01-14,"30Y",3.16,3.937,"GB00B00NY175",NA,0.777,"untargeted_long"
"129",2009-01-14,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"130",2009-01-14,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"131",2009-01-15,"1Y",0.9125,1.091,"GB00B0330274",NA,0.1785,"untargeted_short"
"132",2009-01-15,"2Y",1.3595,1.553,"GB00B0LNX641",NA,0.1935,"untargeted_short"
"133",2009-01-15,"3Y",1.785,2.199,"GB0030468747",NA,0.414,"untargeted_short"
"134",2009-01-15,"4Y",2.1275,2.461,"GB00B29WRG55",NA,0.3335,"untargeted_short"
"135",2009-01-15,"5Y",2.37,2.684,"GB0031829509",NA,0.314,"medium"
"136",2009-01-15,"7Y",2.72125,2.937,"GB0033280339",NA,0.21575,"medium"
"137",2009-01-15,"8Y",2.85,2.992,"GB00B0V3WX43",NA,0.142,"medium"
"138",2009-01-15,"10Y",3.0525,3.14,"GB00B1VWPC84",NA,0.0874999999999999,"long"
"139",2009-01-15,"15Y",3.43625,4.004,"GB0030880693",NA,0.56775,"long"
"140",2009-01-15,"20Y",3.42375,4.078,"GB00B16NNR78",NA,0.65425,"long"
"141",2009-01-15,"30Y",3.2075,3.977,"GB00B00NY175",NA,0.7695,"untargeted_long"
"142",2009-01-15,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"143",2009-01-15,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"144",2009-01-16,"1Y",0.862,1.146,"GB00B0330274",NA,0.284,"untargeted_short"
"145",2009-01-16,"2Y",1.323,1.605,"GB00B0LNX641",NA,0.282,"untargeted_short"
"146",2009-01-16,"3Y",1.805,2.267,"GB0030468747",NA,0.462,"untargeted_short"
"147",2009-01-16,"4Y",2.1675,2.543,"GB00B29WRG55",NA,0.3755,"untargeted_short"
"148",2009-01-16,"5Y",2.4225,2.798,"GB0031829509",NA,0.3755,"medium"
"149",2009-01-16,"7Y",2.8,3.074,"GB0033280339",NA,0.274,"medium"
"150",2009-01-16,"8Y",2.935,3.146,"GB00B0V3WX43",NA,0.211,"medium"
"151",2009-01-16,"10Y",3.145,3.297,"GB00B1VWPC84",NA,0.152,"long"
"152",2009-01-16,"15Y",3.53625,4.163,"GB0030880693",NA,0.62675,"long"
"153",2009-01-16,"20Y",3.52625,4.239,"GB00B16NNR78",NA,0.71275,"long"
"154",2009-01-16,"30Y",3.32,4.143,"GB00B00NY175",NA,0.823,"untargeted_long"
"155",2009-01-16,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"156",2009-01-16,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"157",2009-01-19,"1Y",0.879,1.149,"GB00B0330274",NA,0.27,"untargeted_short"
"158",2009-01-19,"2Y",1.3455,1.616,"GB00B0LNX641",NA,0.2705,"untargeted_short"
"159",2009-01-19,"3Y",1.82875,2.313,"GB0030468747",NA,0.48425,"untargeted_short"
"160",2009-01-19,"4Y",2.20375,2.601,"GB00B29WRG55",NA,0.39725,"untargeted_short"
"161",2009-01-19,"5Y",2.4775,2.898,"GB0031829509",NA,0.4205,"medium"
"162",2009-01-19,"7Y",2.87625,3.181,"GB0033280339",NA,0.30475,"medium"
"163",2009-01-19,"8Y",3.025,3.268,"GB00B0V3WX43",NA,0.243,"medium"
"164",2009-01-19,"10Y",3.255,3.429,"GB00B1VWPC84",NA,0.174,"long"
"165",2009-01-19,"15Y",3.65375,4.294,"GB0030880693",NA,0.64025,"long"
"166",2009-01-19,"20Y",3.64375,4.37,"GB00B16NNR78",NA,0.72625,"long"
"167",2009-01-19,"30Y",3.4275,4.288,"GB00B00NY175",NA,0.8605,"untargeted_long"
"168",2009-01-19,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"169",2009-01-19,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"170",2009-01-20,"1Y",0.746,1.072,"GB00B0330274",NA,0.326,"untargeted_short"
"171",2009-01-20,"2Y",1.171,1.551,"GB00B0LNX641",NA,0.38,"untargeted_short"
"172",2009-01-20,"3Y",1.6625,2.279,"GB0030468747",NA,0.6165,"untargeted_short"
"173",2009-01-20,"4Y",2.0475,2.575,"GB00B29WRG55",NA,0.5275,"untargeted_short"
"174",2009-01-20,"5Y",2.335,2.893,"GB0031829509",NA,0.558,"medium"
"175",2009-01-20,"7Y",2.76,3.216,"GB0033280339",NA,0.456,"medium"
"176",2009-01-20,"8Y",2.92125,3.341,"GB00B0V3WX43",NA,0.41975,"medium"
"177",2009-01-20,"10Y",3.16,3.515,"GB00B1VWPC84",NA,0.355,"long"
"178",2009-01-20,"15Y",3.58625,4.383,"GB0030880693",NA,0.79675,"long"
"179",2009-01-20,"20Y",3.5825,4.46,"GB00B16NNR78",NA,0.8775,"long"
"180",2009-01-20,"30Y",3.3825,4.386,"GB00B00NY175",NA,1.0035,"untargeted_long"
"181",2009-01-20,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"182",2009-01-20,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"183",2009-01-21,"1Y",0.705,0.968,"GB00B0330274",NA,0.263,"untargeted_short"
"184",2009-01-21,"2Y",1.108,1.444,"GB00B0LNX641",NA,0.336,"untargeted_short"
"185",2009-01-21,"3Y",1.57375,2.185,"GB0030468747",NA,0.61125,"untargeted_short"
"186",2009-01-21,"4Y",1.98625,2.5,"GB00B29WRG55",NA,0.51375,"untargeted_short"
"187",2009-01-21,"5Y",2.285,2.812,"GB0031829509",NA,0.527,"medium"
"188",2009-01-21,"7Y",2.73625,3.135,"GB0033280339",NA,0.39875,"medium"
"189",2009-01-21,"8Y",2.90625,3.264,"GB00B0V3WX43",NA,0.35775,"medium"
"190",2009-01-21,"10Y",3.1675,3.444,"GB00B1VWPC84",NA,0.2765,"long"
"191",2009-01-21,"15Y",3.60625,4.362,"GB0030880693",NA,0.75575,"long"
"192",2009-01-21,"20Y",3.61375,4.442,"GB00B16NNR78",NA,0.82825,"long"
"193",2009-01-21,"30Y",3.41,4.388,"GB00B00NY175",NA,0.978,"untargeted_long"
"194",2009-01-21,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"195",2009-01-21,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"196",2009-01-22,"1Y",0.746,0.98,"GB00B0330274",NA,0.234,"untargeted_short"
"197",2009-01-22,"2Y",1.17,1.459,"GB00B0LNX641",NA,0.289,"untargeted_short"
"198",2009-01-22,"3Y",1.6525,2.194,"GB0030468747",NA,0.5415,"untargeted_short"
"199",2009-01-22,"4Y",2.055,2.504,"GB00B29WRG55",NA,0.449,"untargeted_short"
"200",2009-01-22,"5Y",2.36,2.845,"GB0031829509",NA,0.485,"medium"
"201",2009-01-22,"7Y",2.8175,3.178,"GB0033280339",NA,0.3605,"medium"
"202",2009-01-22,"8Y",2.99,3.327,"GB00B0V3WX43",NA,0.337,"medium"
"203",2009-01-22,"10Y",3.2475,3.505,"GB00B1VWPC84",NA,0.2575,"long"
"204",2009-01-22,"15Y",3.65,4.431,"GB0030880693",NA,0.781,"long"
"205",2009-01-22,"20Y",3.665,4.514,"GB00B16NNR78",NA,0.849,"long"
"206",2009-01-22,"30Y",3.49,4.468,"GB00B00NY175",NA,0.978,"untargeted_long"
"207",2009-01-22,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"208",2009-01-22,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"209",2009-01-23,"1Y",0.7555,1.005,"GB00B0330274",NA,0.2495,"untargeted_short"
"210",2009-01-23,"2Y",1.1935,1.478,"GB00B0LNX641",NA,0.2845,"untargeted_short"
"211",2009-01-23,"3Y",1.65625,2.225,"GB0030468747",NA,0.56875,"untargeted_short"
"212",2009-01-23,"4Y",2.08625,2.534,"GB00B29WRG55",NA,0.44775,"untargeted_short"
"213",2009-01-23,"5Y",2.415,2.908,"GB0031829509",NA,0.493,"medium"
"214",2009-01-23,"7Y",2.89375,3.312,"GB0033280339",NA,0.41825,"medium"
"215",2009-01-23,"8Y",3.07125,3.495,"GB00B0V3WX43",NA,0.42375,"medium"
"216",2009-01-23,"10Y",3.34,3.686,"GB00B1VWPC84",NA,0.346,"long"
"217",2009-01-23,"15Y",3.75625,4.595,"GB0030880693",NA,0.83875,"long"
"218",2009-01-23,"20Y",3.77375,4.686,"GB00B16NNR78",NA,0.91225,"long"
"219",2009-01-23,"30Y",3.585,4.655,"GB00B00NY175",NA,1.07,"untargeted_long"
"220",2009-01-23,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"221",2009-01-23,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"222",2009-01-26,"1Y",0.744,0.995,"GB00B0330274",NA,0.251,"untargeted_short"
"223",2009-01-26,"2Y",1.1605,1.461,"GB00B0LNX641",NA,0.3005,"untargeted_short"
"224",2009-01-26,"3Y",1.67375,2.224,"GB0030468747",NA,0.55025,"untargeted_short"
"225",2009-01-26,"4Y",2.09625,2.527,"GB00B29WRG55",NA,0.43075,"untargeted_short"
"226",2009-01-26,"5Y",2.4125,2.902,"GB0031829509",NA,0.4895,"medium"
"227",2009-01-26,"7Y",2.89,3.311,"GB0033280339",NA,0.421,"medium"
"228",2009-01-26,"8Y",3.06875,3.509,"GB00B0V3WX43",NA,0.44025,"medium"
"229",2009-01-26,"10Y",3.3475,3.696,"GB00B1VWPC84",NA,0.3485,"long"
"230",2009-01-26,"15Y",3.75375,4.562,"GB0030880693",NA,0.80825,"long"
"231",2009-01-26,"20Y",3.76875,4.654,"GB00B16NNR78",NA,0.88525,"long"
"232",2009-01-26,"30Y",3.5725,4.616,"GB00B00NY175",NA,1.0435,"untargeted_long"
"233",2009-01-26,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"234",2009-01-26,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"235",2009-01-27,"1Y",0.79,1.014,"GB00B0330274",NA,0.224,"untargeted_short"
"236",2009-01-27,"2Y",1.189,1.492,"GB00B0LNX641",NA,0.303,"untargeted_short"
"237",2009-01-27,"3Y",1.6825,2.245,"GB0030468747",NA,0.5625,"untargeted_short"
"238",2009-01-27,"4Y",2.11125,2.536,"GB00B29WRG55",NA,0.42475,"untargeted_short"
"239",2009-01-27,"5Y",2.4275,2.883,"GB0031829509",NA,0.4555,"medium"
"240",2009-01-27,"7Y",2.90375,3.284,"GB0033280339",NA,0.38025,"medium"
"241",2009-01-27,"8Y",3.07875,3.48,"GB00B0V3WX43",NA,0.40125,"medium"
"242",2009-01-27,"10Y",3.345,3.668,"GB00B1VWPC84",NA,0.323,"long"
"243",2009-01-27,"15Y",3.7425,4.495,"GB0030880693",NA,0.7525,"long"
"244",2009-01-27,"20Y",3.7525,4.584,"GB00B16NNR78",NA,0.8315,"long"
"245",2009-01-27,"30Y",3.545,4.511,"GB00B00NY175",NA,0.966,"untargeted_long"
"246",2009-01-27,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"247",2009-01-27,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"248",2009-01-28,"1Y",0.7435,1.008,"GB00B0330274",NA,0.2645,"untargeted_short"
"249",2009-01-28,"2Y",1.1415,1.477,"GB00B0LNX641",NA,0.3355,"untargeted_short"
"250",2009-01-28,"3Y",1.63625,2.228,"GB0030468747",NA,0.59175,"untargeted_short"
"251",2009-01-28,"4Y",2.06625,2.495,"GB00B29WRG55",NA,0.42875,"untargeted_short"
"252",2009-01-28,"5Y",2.395,2.836,"GB0031829509",NA,0.441,"medium"
"253",2009-01-28,"7Y",2.87125,3.258,"GB0033280339",NA,0.38675,"medium"
"254",2009-01-28,"8Y",3.04875,3.457,"GB00B0V3WX43",NA,0.40825,"medium"
"255",2009-01-28,"10Y",3.3125,3.644,"GB00B1VWPC84",NA,0.3315,"long"
"256",2009-01-28,"15Y",3.70125,4.426,"GB0030880693",NA,0.72475,"long"
"257",2009-01-28,"20Y",3.69625,4.516,"GB00B16NNR78",NA,0.81975,"long"
"258",2009-01-28,"30Y",3.455,4.415,"GB00B00NY175",NA,0.96,"untargeted_long"
"259",2009-01-28,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"260",2009-01-28,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"261",2009-01-29,"1Y",0.751,1.01,"GB00B0330274",NA,0.259,"untargeted_short"
"262",2009-01-29,"2Y",1.134,1.466,"GB00B0LNX641",NA,0.332,"untargeted_short"
"263",2009-01-29,"3Y",1.61125,2.201,"GB0030468747",NA,0.58975,"untargeted_short"
"264",2009-01-29,"4Y",2.03875,2.457,"GB00B29WRG55",NA,0.41825,"untargeted_short"
"265",2009-01-29,"5Y",2.3675,2.843,"GB0031829509",NA,0.4755,"medium"
"266",2009-01-29,"7Y",2.84625,3.294,"GB0033280339",NA,0.44775,"medium"
"267",2009-01-29,"8Y",3.02125,3.498,"GB00B0V3WX43",NA,0.47675,"medium"
"268",2009-01-29,"10Y",3.2925,3.687,"GB00B1VWPC84",NA,0.3945,"long"
"269",2009-01-29,"15Y",3.67125,4.445,"GB0030880693",NA,0.77375,"long"
"270",2009-01-29,"20Y",3.64625,4.538,"GB00B16NNR78",NA,0.89175,"long"
"271",2009-01-29,"30Y",3.385,4.421,"GB00B00NY175",NA,1.036,"untargeted_long"
"272",2009-01-29,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"273",2009-01-29,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"274",2009-01-30,"1Y",0.7385,1.055,"GB00B0330274",NA,0.3165,"untargeted_short"
"275",2009-01-30,"2Y",1.1015,1.501,"GB00B0LNX641",NA,0.3995,"untargeted_short"
"276",2009-01-30,"3Y",1.57875,2.201,"GB0030468747",NA,0.62225,"untargeted_short"
"277",2009-01-30,"4Y",2.01125,2.463,"GB00B29WRG55",NA,0.45175,"untargeted_short"
"278",2009-01-30,"5Y",2.34,2.855,"GB0031829509",NA,0.515,"medium"
"279",2009-01-30,"7Y",2.82875,3.308,"GB0033280339",NA,0.47925,"medium"
"280",2009-01-30,"8Y",3.00875,3.508,"GB00B0V3WX43",NA,0.49925,"medium"
"281",2009-01-30,"10Y",3.285,3.704,"GB00B1VWPC84",NA,0.419,"long"
"282",2009-01-30,"15Y",3.6525,4.439,"GB0030880693",NA,0.7865,"long"
"283",2009-01-30,"20Y",3.61875,4.529,"GB00B16NNR78",NA,0.91025,"long"
"284",2009-01-30,"30Y",3.3375,4.4,"GB00B00NY175",NA,1.0625,"untargeted_long"
"285",2009-01-30,"40Y",NA,NA,"GB00B128DP45",NA,NA,"untargeted_long"
"286",2009-01-30,"50Y",NA,NA,"GB00B06YGN05",NA,NA,"untargeted_long"
"287",2009-02-02,"1Y",0.8005,1.083,"GB00B0330274",NA,0.2825,"untargeted_short"
"288",2009-02-02,"2Y",1.1635,1.521,"GB00B0LNX641",NA,0.3575,"untargeted_short"
"289",2009-02-02,"3Y",1.64,2.208,"GB0030468747",NA,0.568,"untargeted_short"
"290",2009-02-02,"4Y",2.065,2.467,"GB00B29WRG55",NA,0.402,"untargeted_short"
"291",2009-02-02,"5Y",2.375,2.852,"GB0031829509",NA,0.477,"medium"
"292",2009-02-02,"7Y",2.855,3.3,"GB0033280339",NA,0.445,"medium"
