"","announcement","name","maturity_sector","mean","sd","iqr","max","min"
"187","QE5a","bid_ask_v1_t+1_change","short",0.00125000000000001,0.0020528725518857,0.00250000000000003,0.004,-0.00199999999999997
"188","QE5a","bid_ask_v1_t+1_change","untargeted_short",0.008625,0.0150896132677888,0.015,0.04,-0.00300000000000003
"189","QE5a","bid_ask_v2_COB_change","long",0.00138225186329498,0.00156775739483878,0.00111427427086055,0.00579816479242201,-0.000550102161830145
"190","QE5a","bid_ask_v2_COB_change","medium",0.00521950900527008,0.00330576218036477,0.00441176358767236,0.0117860553963708,0.00124678681081272
"191","QE5a","bid_ask_v2_COB_change","short",0.0225589571042779,0.00737654219547597,0.0128930020506362,0.0327362105924789,0.0133899511028354
"192","QE5a","bid_ask_v2_COB_change","untargeted_short",3.48626959833888,7.02051529966652,1.64011330375781,20.6850746268657,0.166623995084234
"193","QE5a","bid_ask_v2_t+1_change","long",0.00251775850642822,0.00176495882891407,0.00183289780784387,0.00536704096868545,-0.000898688903583133
"194","QE5a","bid_ask_v2_t+1_change","medium",0.00609659669241495,0.00876921798059813,0.0035676033645212,0.0209534368070954,-0.0157256816928312
"195","QE5a","bid_ask_v2_t+1_change","short",0.0492196287772445,0.0144259344943954,0.0126367228864191,0.0731561660197074,0.0321154548776032
"196","QE5a","bid_ask_v2_t+1_change","untargeted_short",1.17651641531604,1.32004767417564,1.20346838952647,3.77577230128428,0.127532403572788
"197","QE5a","bid_ask_v3_COB_change","long",0.000117331902420967,0.000456606173783968,0.000254725809983731,0.00162584667814498,-0.000578280858204551
"198","QE5a","bid_ask_v3_COB_change","medium",0.00022617198414734,0.000169973415940759,0.000304514326249603,0.00044699391498468,-6.1873644104641e-06
"199","QE5a","bid_ask_v3_COB_change","short",0.000131955795784781,0.00015949288126835,0.000115202471109998,0.00044041002718568,-8.95757588199087e-05
"200","QE5a","bid_ask_v3_COB_change","untargeted_short",8.61151757108833e-05,3.26655358979143e-05,4.43150472528265e-05,0.000133704794979001,3.63027401818018e-05
"201","QE5a","bid_ask_v3_t+1_change","long",-0.000140978858900069,0.000290966375487762,0.00046719000636406,0.000334195860485274,-0.000537874008678459
"202","QE5a","bid_ask_v3_t+1_change","medium",-0.000111578797700198,0.000404737197168885,0.000159207171952033,0.0001755224499742,-0.00134807913044043
"203","QE5a","bid_ask_v3_t+1_change","short",6.47908474889379e-05,8.90417978238063e-05,0.000115385450980408,0.000189344507304748,-7.39793856533544e-05
"204","QE5a","bid_ask_v3_t+1_change","untargeted_short",5.3375471186633e-05,0.000114010298116564,0.000178762708134011,0.000235076486749992,-7.11133324424086e-05
"205","QE5b","bid_ask_v1_COB_change","long",0.00152631578947369,0.00138918125577748,0.0015,0.00300000000000006,-0.001
"206","QE5b","bid_ask_v1_COB_change","medium",0.00328571428571429,0.00391110001108426,0.00275,0.015,-5.55111512312578e-17
"207","QE5b","bid_ask_v1_COB_change","short",0.00466666666666667,0.00141421356237309,0.00199999999999999,0.007,0.003
"208","QE5b","bid_ask_v1_COB_change","untargeted_short",0.01,0.0161422250192292,0.00575,0.049,-0.000999999999999994
"209","QE5b","bid_ask_v1_t+1_change","long",0.000578947368421053,0.000837707816583403,0.001,0.00200000000000006,-0.001
"210","QE5b","bid_ask_v1_t+1_change","medium",0.00114285714285714,0.00174784011137891,0.000750000000000025,0.00599999999999998,-0.001
"211","QE5b","bid_ask_v1_t+1_change","short",0.00155555555555556,0.00150923085635624,0.00299999999999999,0.004,-1.73472347597681e-18
"212","QE5b","bid_ask_v1_t+1_change","untargeted_short",0.00175,0.00906720936751136,0.00749999999999998,0.022,-0.007
"213","QE5b","bid_ask_v2_COB_change","long",0.00113884637955875,0.00231189213199294,0.0023095779068042,0.00372926466947265,-0.00339509944700743
"214","QE5b","bid_ask_v2_COB_change","medium",0.00988725986217744,0.0323547377989285,0.00856767996349011,0.101676183459201,-0.0312499999999999
"215","QE5b","bid_ask_v2_COB_change","short",Inf,NA,3.56263736263736,Inf,-0.848739495798319
"216","QE5b","bid_ask_v2_COB_change","untargeted_short",-3.27685694286912,7.01358146571528,1.33675058901416,-0.241341991341991,-20.5394736842105
"217","QE5b","bid_ask_v2_t+1_change","long",-0.000724594853793237,0.00134396358416309,0.00144378998213378,0.00187282902590829,-0.00372629453834755
"218","QE5b","bid_ask_v2_t+1_change","medium",-0.0115366680205876,0.0246146263223183,0.0170276044386599,0.015551213157466,-0.0875000000000002
"219","QE5b","bid_ask_v2_t+1_change","short",0.370171441041754,0.87264499552542,1.2445929680076,1.975,-0.372549019607843
"220","QE5b","bid_ask_v2_t+1_change","untargeted_short",-1.90157756982921,3.79316125160562,1.30585016664425,0.213186813186813,-11.1228070175439
"221","QE5b","bid_ask_v3_COB_change","long",0.000336967864156972,0.000352783577243272,0.000285879302505882,0.00100670262415094,-0.000296166155726835
"222","QE5b","bid_ask_v3_COB_change","medium",0.000275796307543805,0.000275672386842976,0.000109592648380716,0.00114106828579422,3.02595171335115e-05
"223","QE5b","bid_ask_v3_COB_change","short",0.000201069099211849,7.27172363390297e-05,5.36970922763644e-05,0.00030758788048588,9.33778532202635e-05
"224","QE5b","bid_ask_v3_COB_change","untargeted_short",6.41999162193418e-05,7.87706926901643e-05,7.59329287095112e-05,0.000230970475493656,-9.1736158978038e-06
"225","QE5b","bid_ask_v3_t+1_change","long",0.000111612596817446,0.00010963888822983,0.000104461826582877,0.000309928227073463,-0.000158648854544182
"226","QE5b","bid_ask_v3_t+1_change","medium",7.17454638624473e-05,0.000136654967908895,8.00313695460555e-05,0.000452380909905019,-0.000126874062634739
"227","QE5b","bid_ask_v3_t+1_change","short",5.4273359575756e-05,6.20493649523551e-05,7.90244306463175e-05,0.000154096934464173,-1.90200060540391e-05
"228","QE5b","bid_ask_v3_t+1_change","untargeted_short",3.51536220044058e-05,8.47590422834142e-05,8.58346207452049e-05,0.000204746666576025,-3.96170671553067e-05
"229","QE5c","bid_ask_v1_COB_change","long",-0.000105263157894731,0.000657836254710612,0.000499999999999945,0.001,-0.001
"230","QE5c","bid_ask_v1_COB_change","medium",0.000214285714285714,0.000892582375303984,0.000750000000000008,0.002,-0.00200000000000002
"231","QE5c","bid_ask_v1_COB_change","short",0.00111111111111111,0.00105409255338946,0.00199999999999999,0.003,-6.93889390390723e-18
"232","QE5c","bid_ask_v1_COB_change","untargeted_short",0.006875,0.00839110924048271,0.00449999999999999,0.025,0.000999999999999987
"233","QE5c","bid_ask_v1_t+1_change","long",0.000105263157894743,0.00065783625471062,0.000500000000000056,0.001,-0.001
"234","QE5c","bid_ask_v1_t+1_change","medium",0.000499999999999994,0.000940539943125959,0.001,0.00200000000000002,-0.00100000000000001
"235","QE5c","bid_ask_v1_t+1_change","short",0.000444444444444445,0.0008819171036882,0.00100000000000001,0.002,-0.000999999999999997
"236","QE5c","bid_ask_v1_t+1_change","untargeted_short",0.001625,0.00315945293637093,0.00224999999999999,0.00800000000000001,-0.00300000000000001
"237","QE5c","bid_ask_v2_COB_change","long",-0.000388702911278847,0.000862631697441582,0.000710752846161636,0.0010758822625309,-0.0017128272616696
"238","QE5c","bid_ask_v2_COB_change","medium",-0.0225760343065484,0.0742756624947907,0.00260799784702005,0.0085945399393327,-0.278409090909091
"239","QE5c","bid_ask_v2_COB_change","short",0.0572865261212257,0.388027355994174,0.0528586669189251,1.08333333333333,-0.157088122605364
"240","QE5c","bid_ask_v2_COB_change","untargeted_short",-0.922936114018191,1.64043123686338,0.807043584613526,-0.0273876404494381,-4.84166666666667
"241","QE5c","bid_ask_v2_t+1_change","long",-0.000488885307747509,0.000764622243435559,0.000554271494240517,0.000755715407830006,-0.00190663189495709
"242","QE5c","bid_ask_v2_t+1_change","medium",-0.0286297537386566,0.093573154586298,0.00566141391929808,0.000666781794458355,-0.352992957746479
"243","QE5c","bid_ask_v2_t+1_change","short",-0.0735540312610479,0.265704546627032,0.135842227947491,0.540229885057471,-0.401960784313726
"244","QE5c","bid_ask_v2_t+1_change","untargeted_short",-0.0101142953246925,0.248331428787472,0.221884162016488,0.496674057649667,-0.256302521008404
"245","QE5c","bid_ask_v3_COB_change","long",8.20576291638967e-06,0.000172899878138555,0.00012215608732391,0.000476859236733328,-0.000222570649713593
"246","QE5c","bid_ask_v3_COB_change","medium",2.56166411598183e-05,6.08828979842632e-05,4.65669268147609e-05,0.000102050434277278,-0.000148258796344624
"247","QE5c","bid_ask_v3_COB_change","short",6.94318027194721e-05,3.14173075412711e-05,3.2919947949601e-05,0.000119536864604359,2.79316229507983e-05
"248","QE5c","bid_ask_v3_COB_change","untargeted_short",5.07938826400561e-05,2.356854833262e-05,2.07981342105831e-05,8.607154681835e-05,1.90562200545804e-05
"249","QE5c","bid_ask_v3_t+1_change","long",3.9359904339624e-05,0.00011818997701766,7.2355043869791e-05,0.000265159583296496,-0.000333387860632355
"250","QE5c","bid_ask_v3_t+1_change","medium",3.99572328933815e-05,4.07860576008707e-05,2.4850692105734e-05,0.000152863259053899,-1.38377745443704e-05
"251","QE5c","bid_ask_v3_t+1_change","short",2.59469294580313e-05,2.77560925250411e-05,1.07558679793138e-05,7.44473495514208e-05,-1.73368942612956e-05
"252","QE5c","bid_ask_v3_t+1_change","untargeted_short",1.45675962986807e-05,2.25710388509121e-05,3.43691216746553e-05,3.88885577788384e-05,-1.93134776063206e-05
