"","announcement","name","maturity_sector","mean","sd","iqr","max","min"
"134","QE3a","bid_ask_v1_COB_change","medium",0.00025,0.000462910049886276,0.000249999999999972,0.00100000000000011,0
"135","QE3a","bid_ask_v1_COB_change","short",0.000333333333333341,0.00123442679969673,0.00249999999999989,0.002,-0.00100000000000011
"136","QE3a","bid_ask_v1_COB_change","untargeted_short",0.0012,0.00383405790253615,0.001,0.00799999999999998,-0.001
"137","QE3a","bid_ask_v1_t+1_change","long",-0.000333333333333346,0.00086602540378445,0.00100000000000033,0.00100000000000033,-0.00100000000000033
"138","QE3a","bid_ask_v1_t+1_change","medium",0.00012499999999982,0.000640869944461523,0.000250000000000306,0.00099999999999989,-0.00099999999999989
"139","QE3a","bid_ask_v1_t+1_change","short",0.000199999999999963,0.00227407752098045,0.00200000000000006,0.00700000000000001,-0.002
"140","QE3a","bid_ask_v1_t+1_change","untargeted_short",0.002,0.00353553390593273,0.002,0.00799999999999998,-0.001
"141","QE3a","bid_ask_v2_COB_change","long",3.34460895273057e-05,0.000249394500160965,0.000321492218277278,0.000321335769023586,-0.000323766157147927
"142","QE3a","bid_ask_v2_COB_change","medium",0.000158668289431232,0.000205417489747853,0.000140565641186494,0.000575401019281861,1.44276618675447e-05
"143","QE3a","bid_ask_v2_COB_change","short",0.0031138323226638,0.00539740190683147,0.00260210790718246,0.0173986118459958,-0.000567922952313354
"144","QE3a","bid_ask_v2_COB_change","untargeted_short",0.0217586946588431,0.0145673129974512,0.00682835975307908,0.0458118339200462,0.00718957596871426
"145","QE3a","bid_ask_v2_t+1_change","long",-8.20443975184354e-05,0.000284590336262338,0.000329060345906931,0.00037906313759449,-0.000304253999346822
"146","QE3a","bid_ask_v2_t+1_change","medium",0.000157027635287247,0.000293747756182382,0.000238907398144381,0.000579998717817936,-0.000367324876541475
"147","QE3a","bid_ask_v2_t+1_change","short",0.00477008546334815,0.0111559665632378,0.00348413418446346,0.0435717777415676,-0.000940789027809503
"148","QE3a","bid_ask_v2_t+1_change","untargeted_short",0.0343369131549567,0.0126217312370744,0.00615831440754653,0.0496668986775379,0.0149211195928753
"149","QE3a","bid_ask_v3_COB_change","long",6.94696405059819e-05,8.34429213377927e-05,8.73070321403657e-06,0.00024260898589684,-1.43051224188028e-06
"150","QE3a","bid_ask_v3_COB_change","medium",-3.77604065120236e-06,5.82691988644404e-05,5.01556431989894e-05,7.20277963261663e-05,-0.000118531309338735
"151","QE3a","bid_ask_v3_COB_change","short",2.19484310006251e-06,4.31485184205483e-05,5.64378373267249e-05,8.32034993817449e-05,-8.20640823998392e-05
"152","QE3a","bid_ask_v3_COB_change","untargeted_short",1.97714739560897e-08,3.40919739157726e-05,2.24460083354068e-07,4.85927459113385e-05,-4.78291101602557e-05
"153","QE3a","bid_ask_v3_t+1_change","long",-7.186527812766e-05,5.37383002566062e-05,4.25213115848833e-05,-8.74550057291081e-06,-0.000172493411675261
"154","QE3a","bid_ask_v3_t+1_change","medium",-3.20202904316063e-05,5.76857443318696e-05,5.98414837909611e-05,4.36313125713496e-05,-0.000126922265225752
"155","QE3a","bid_ask_v3_t+1_change","short",-1.0325046484031e-06,7.36778367812324e-05,8.01978324534124e-05,0.000196793686068729,-8.96191616399063e-05
"156","QE3a","bid_ask_v3_t+1_change","untargeted_short",9.04460562465387e-06,3.96510165721941e-05,4.52430167727111e-05,4.86494722684405e-05,-4.81080757274162e-05
"157","QE4a","bid_ask_v1_COB_change","long",0.00156250000000004,0.00062915286960591,0.00099999999999989,0.00200000000000022,0
"158","QE4a","bid_ask_v1_COB_change","medium",-0.000125,0.00112599162645963,0.00200000000000003,0.00100000000000011,-0.002
"159","QE4a","bid_ask_v1_COB_change","short",0.0022,0.00181352940116473,0.0015,0.00600000000000001,0
"160","QE4a","bid_ask_v1_COB_change","untargeted_short",0.003375,0.0258453505075312,0.00700000000000001,0.045,-0.05
"161","QE4a","bid_ask_v1_t+1_change","long",0.000312500000000021,0.000704154339142588,0.000999999999999945,0.00100000000000011,-0.00100000000000011
"162","QE4a","bid_ask_v1_t+1_change","medium",0.00125,0.00103509833901353,0.00125,0.003,0
"163","QE4a","bid_ask_v1_t+1_change","short",0.00239999999999999,0.0017763883459299,0.00274999999999999,0.006,0.000999999999999973
"164","QE4a","bid_ask_v1_t+1_change","untargeted_short",0.000999999999999997,0.018094987466936,0.00350000000000003,0.028,-0.038
"165","QE4a","bid_ask_v2_COB_change","long",0.00141587168774929,0.000515781209580966,0.000697873202351176,0.00223056152665946,0.000225990108778511
"166","QE4a","bid_ask_v2_COB_change","medium",0.000541305213156006,0.00155936249270678,0.00212234695210772,0.00278660216442798,-0.00208816323846167
"167","QE4a","bid_ask_v2_COB_change","short",0.0595797031234684,0.070143289152127,0.0632648755867845,0.212789115646259,0.00903696289411597
"168","QE4a","bid_ask_v2_COB_change","untargeted_short",0.2619491904093,0.40035831638494,0.287361590207558,1.01262626262626,-0.162615827031633
"169","QE4a","bid_ask_v2_t+1_change","long",0.000486917832790076,0.000525196418297012,0.000669648837350961,0.0013216771821922,-0.000467072870909322
"170","QE4a","bid_ask_v2_t+1_change","medium",0.00254535988448368,0.00139380543659534,0.00154368644568209,0.00462140063988625,0.000573139898617551
"171","QE4a","bid_ask_v2_t+1_change","short",0.0435966393895702,0.0493036770865842,0.0378133914213952,0.165096807953951,0.00689618517386626
"172","QE4a","bid_ask_v2_t+1_change","untargeted_short",0.0866530397789133,0.135371775988471,0.0506503541581436,0.386657270378201,-0.0706118038986179
"173","QE4a","bid_ask_v3_COB_change","long",0.000331154074001558,0.000114648461169827,0.000127648325692953,0.000577144975674576,0.000179361053478446
"174","QE4a","bid_ask_v3_COB_change","medium",9.41266239743555e-06,7.4598110184756e-05,8.73381280900734e-05,9.04484480272359e-05,-0.000135896614838875
"175","QE4a","bid_ask_v3_COB_change","short",0.000101761353504277,7.90400519128691e-05,8.94632353582419e-05,0.000252045497528215,-1.14448284266869e-06
"176","QE4a","bid_ask_v3_COB_change","untargeted_short",0.000126593195699769,0.000157819299760704,0.000123099625691087,0.00045795511242355,-4.98186581773308e-05
"177","QE4a","bid_ask_v3_t+1_change","long",0.000107483243990269,7.59441954022938e-05,7.3216385764255e-05,0.00023188083080923,-2.99659140507452e-05
"178","QE4a","bid_ask_v3_t+1_change","medium",0.000120320140329024,0.000108179692990931,0.000139731605528028,0.000277536329472998,-9.02328242185065e-06
"179","QE4a","bid_ask_v3_t+1_change","short",0.000100258778980419,6.5408495665771e-05,8.86479424683834e-05,0.000233544835766115,3.99039558186859e-05
"180","QE4a","bid_ask_v3_t+1_change","untargeted_short",6.92925828231424e-05,9.90477226321423e-05,9.57936144809945e-05,0.000275372805167725,-4.97888522302839e-05
"181","QE5a","bid_ask_v1_COB_change","long",0.000294117647058843,0.00144761467086172,0.00100000000000011,0.00399999999999989,-0.002
"182","QE5a","bid_ask_v1_COB_change","medium",0.00208333333333338,0.00167648622440092,0.00225000000000009,0.005,-1.11022302462516e-16
"183","QE5a","bid_ask_v1_COB_change","short",0.00300000000000002,0.00396412483586042,0.00300000000000003,0.00999999999999995,-0.00299999999999995
"184","QE5a","bid_ask_v1_COB_change","untargeted_short",0.00962500000000001,0.00708998287324143,0.00899999999999998,0.022,0.00100000000000004
"185","QE5a","bid_ask_v1_t+1_change","long",-0.000882352941176504,0.00136392599419734,0.00200000000000011,0.00100000000000011,-0.00300000000000011
"186","QE5a","bid_ask_v1_t+1_change","medium",-0.00124999999999995,0.00546268332332278,0.00149999999999997,0.00200000000000011,-0.0179999999999999
