operation_date,ISIN,proceeds_offers,proceeds_purchases,nominal_purchases,tail,res_mat,maturity,cuml_nom_purch,issue_date,cumulative_total_in_issue,percent_of_freefloat,bid_cover,YLD_YTM_MID,YLD_BID_ASK,date_dif,1DCHNG_YIELD_BID_ASK,1DCHNG_date_dif,1DCHNG_EOD_YIELD_BID_ASK,1DCHNG_EOD_date_dif,prog
2009-11-25,GB0033280339,1611.6,55.5,50,0,5.782340862422998,2015-09-07,12988.7,2009-04-02,24968,0.5202138737584108,29.037837837837838,2.865,0.008999999999999897,0,-4.440892098500626e-16,2,-4.440892098500626e-16,1,QE1
2009-11-25,GB0008881541,0,0,0,0,6.031485284052019,2015-12-07,4095.9,2009-01-21,9997.897,0.40967615489537446,NA,2.931,0.008000000000000007,0,0,2,0,1,QE1
2009-11-25,GB00B0V3WX43,156.5,0,0,0,6.784394250513347,2016-09-07,7389.5,2009-07-22,25827,0.28611530568784604,Inf,3.096,0.008000000000000007,0,0,2,0,1,QE1
2009-11-25,GB0008931148,76.8,0,0,0,7.748117727583847,2017-08-25,2871.4,2009-01-21,10502,0.2734145876975814,Inf,3.248,0.005999999999999783,0,-0.001000000000000334,2,-0.001000000000000334,1,QE1
2009-11-25,GB00B1VWPC84,705.2,0,0,0,8.279260780287474,2018-03-07,12320,2009-01-21,22388,0.5502948007861355,Inf,3.381,0.005999999999999783,0,0,2,-4.440892098500626e-16,1,QE1
2009-11-25,GB00B39R3F84,430.6,0,0,0,9.27857631759069,2019-03-07,7652.8,2009-06-04,26302.749,0.2909505770670587,Inf,3.631,0.005999999999999783,0,0,2,0,1,QE1
2009-11-25,GB00B4YRFP41,395.5,30.3,30,0.01,9.782340862422998,2019-09-07,2198.6,2009-11-11,16093.733,0.13661218313985946,13.052805280528052,3.728,0.007000000000000117,0,4.440892098500626e-16,2,0.001000000000000334,1,QE1
2009-11-25,GB00B29WRG55,1160.9,609.4,560.8,0.01,3.2799452429842573,2013-03-07,5515.7,2009-10-07,29286.708,0.18833458509573694,1.9049885132917626,2.075,0.01499999999999968,0,0,2,-4.440892098500626e-16,1,QE1
2009-11-25,GB0008921883,184.2,153.5,125,0,3.838466803559206,2013-09-27,1548,2009-01-21,8378,0.18476963475769873,1.2,2.15,0.01200000000000001,0,0,2,0,1,QE1
2009-11-25,GB00B3KJDW09,1902.9,851.2,855,0.01,4.2792607802874745,2014-03-07,5195.5,2009-09-18,29123.227,0.1783971261151795,2.235549812030075,2.494,0.01200000000000001,0,-9.999999999998899e-4,2,-9.999999999998899e-4,1,QE1
2009-12-01,GB0032452392,322.1,157.2,153,0.12,26.26420260095825,2036-03-07,1698.1,2009-01-21,20227,0.08395214317496415,2.0489821882951658,4.156,0.005000000000000782,0,0,2,8.881784197001252e-16,1,QE1
2009-12-01,GB00B00NY175,1798.4,657.1,593,0.12,29.01574264202601,2038-12-07,4928.3,2009-05-20,22759,0.2165429061030801,2.736874143965911,4.122,0.004999999999999893,0,0,2,0,1,QE1
2009-12-01,GB00B1VWPJ53,291.9,197.3,184,0.23,33.01574264202601,2042-12-07,1144,2009-01-21,19120,0.0598326359832636,1.4794728839330966,4.107,0.0039999999999995595,0,0,2,-8.881784197001252e-16,1,QE1
2009-12-01,GB00B128DP45,214.3,193.5,187,0.21,37.01574264202601,2046-12-07,1785,2009-01-21,17751,0.10055771505830657,1.1074935400516797,4.073,0.004000000000000448,0,-8.881784197001252e-16,2,0,1,QE1
2009-12-01,GB00B39R3707,15.6,15.6,15,0,40.016427104722794,2049-12-07,1960,2009-06-03,14010.407,0.1398960073037136,1,4.057,0.004000000000000448,0,0.001000000000000334,2,0.001000000000000334,1,QE1
2009-12-01,GB00B06YGN05,464.4,203.1,194,0.06,46.01505817932922,2055-12-07,4590.6,2009-02-18,20147,0.22785526381098925,2.2865583456425407,4.041,0.004000000000000448,0,0,2,8.881784197001252e-16,1,QE1
2009-12-01,GB00B54QLM75,395.6,277.2,277.1,0.22,50.1409993155373,2060-01-22,655.1,2009-10-22,7000,0.09358571428571429,1.4271284271284272,4.034,0.0039999999999995595,0,-9.999999999994458e-4,2,0,1,QE1
2009-12-07,GB00B058DQ55,335,209.4,192,0.06,10.247775496235455,2020-03-07,10333.1,2009-10-15,20118,0.5136246147728403,1.5998089780324738,3.819,0.008000000000000007,0,0,4,-9.999999999998899e-4,3,QE1
2009-12-07,GB00B16NNR78,65.5,65.5,65,0.06,17.998631074606433,2027-12-07,9303.8,2009-08-05,21425.239,0.43424486419964786,1,4.199,0.006000000000000227,0,0,4,0,3,QE1
2009-12-07,GB0002404191,0,0,0,0,19.000684462696782,2028-12-07,6144.9,2009-09-15,16931.662,0.3629236161222684,NA,4.165,0.004999999999999893,0,0,4,0,3,QE1
2009-12-07,GB00B24FF097,425.8,345.4,323,0.14,20.999315537303218,2030-12-07,7070,2009-10-02,21264.849,0.33247355765376,1.2327735958309207,4.253,0.004999999999999893,0,-8.881784197001252e-16,4,-8.881784197001252e-16,3,QE1
2009-12-07,GB0004893086,206.5,95.4,95,0.12,22.49965776865161,2032-06-07,8443.8,2009-07-17,23618.218,0.3575121543886164,2.1645702306079664,4.222,0.004999999999999893,0,8.881784197001252e-16,4,-9.999999999994458e-4,3,QE1
2009-12-07,GB0030880693,204.6,110.1,99.7,0.08,15.247091033538672,2025-03-07,6469.9,2009-03-18,22099,0.2927689035702973,1.8583106267029974,4.187,0.006000000000000227,0,0,4,0,3,QE1
2009-12-07,GB00B3KJDQ49,1000.6,771.3,765,0.1,12.24640657084189,2022-03-07,10256.2,2009-11-25,17887.699,0.573366088058615,1.2972902891222613,4.023,0.008000000000000007,0,0,4,0,3,QE1
2009-12-07,GB00B52WS153,207.9,102.8,98,0.03,24.750171115674195,2034-09-07,2479.9,2009-11-05,9000,0.2755444444444445,2.022373540856031,4.264,0.004999999999999893,0,0,4,0,3,QE1
2009-12-08,GB0031829509,67.4,0,0,0,4.747433264887063,2014-09-07,12148.2,2009-10-23,28057.269,0.43297870509064873,Inf,2.577,0.01100000000000012,0,0.001000000000000334,2,0.001000000000000334,1,QE1
2009-12-08,GB0033280339,35.7,0,0,0,5.746748802190281,2015-09-07,12988.7,2009-04-02,24968,0.5202138737584108,Inf,2.85,0.008999999999999897,0,-4.440892098500626e-16,2,-4.440892098500626e-16,1,QE1
2009-12-08,GB0008881541,0,0,0,0,5.9958932238193015,2015-12-07,4095.9,2009-01-21,9997.897,0.40967615489537446,NA,2.913,0.007000000000000117,0,0,2,-9.999999999998899e-4,1,QE1
2009-12-08,GB00B0V3WX43,42.6,0,0,0,6.74880219028063,2016-09-07,7389.5,2009-07-22,25827,0.28611530568784604,Inf,3.13,0.008000000000000007,0,0,2,0,1,QE1
2009-12-08,GB0008931148,25.1,0,0,0,7.712525667351129,2017-08-25,2871.4,2009-01-21,10502,0.2734145876975814,Inf,3.314,0.006000000000000227,0,0,2,0,1,QE1
2009-12-08,GB00B1VWPC84,932.7,0,0,0,8.243668720054757,2018-03-07,12320,2009-01-21,22388,0.5502948007861355,Inf,3.437,0.007000000000000117,0,-9.999999999998899e-4,2,0,1,QE1
2009-12-08,GB00B39R3F84,762.6,0,0,0,9.242984257357975,2019-03-07,7652.8,2009-06-04,26302.749,0.2909505770670587,Inf,3.693,0.006000000000000227,0,-0.001000000000000334,2,-9.999999999998899e-4,1,QE1
2009-12-08,GB00B29WRG55,812.4,327,300,0.01,3.24435318275154,2013-03-07,5815.7,2009-10-07,29286.708,0.19857813995345602,2.4844036697247707,2.006,0.01499999999999968,0,0,2,-0.001000000000000334,1,QE1
2009-12-08,GB0008921883,25.9,0,0,0,3.802874743326489,2013-09-27,1548,2009-01-21,8378,0.18476963475769873,Inf,2.08,0.01200000000000001,0,0,2,0,1,QE1
2009-12-08,GB00B3KJDW09,1820.4,1372.9,1373.5,0.02,4.243668720054757,2014-03-07,6569,2009-09-18,29123.227,0.22555879539035975,1.325952363609877,2.426,0.01200000000000001,0,9.999999999998899e-4,2,0,1,QE1
2009-12-08,GB00B4LFZR36,310.8,0,0,0,5.122518822724161,2015-01-22,100,2009-12-02,10661,0.009379983116030392,Inf,2.796,0.01100000000000012,0,-9.999999999998899e-4,2,0,1,QE1
2009-12-15,GB0032452392,426.7,227.8,230,0.12,26.2258726899384,2036-03-07,1928.1,2009-01-21,20227,0.09532308300786077,1.873134328358209,4.409,0.004999999999999893,0,0,2,0,1,QE1
2009-12-15,GB00B00NY175,708.6,534.6,500.7,0.13,28.97741273100616,2038-12-07,5429,2009-05-20,22759,0.23854299398040335,1.3254769921436589,4.37,0.004999999999999893,0,0.001000000000000334,2,0.001000000000000334,1,QE1
2009-12-15,GB00B3KJDS62,638.1,369.6,372,0.16,29.727583846680357,2039-09-07,2259.4,2009-12-03,11773.422,0.1919068219927902,1.7264610389610389,4.38,0.004999999999999893,0,0,2,0,1,QE1
2009-12-15,GB00B1VWPJ53,30.9,25.8,25,0.16,32.97741273100616,2042-12-07,1169,2009-01-21,19120,0.061140167364016736,1.197674418604651,4.349,0.0039999999999995595,0,0,2,0,1,QE1
2009-12-15,GB00B128DP45,5,5,5,0,36.97741273100616,2046-12-07,1790,2009-01-21,17751,0.10083938933017858,1,4.301,0.0039999999999995595,0,8.881784197001252e-16,2,0,1,QE1
2009-12-15,GB00B39R3707,104.1,68,68,0.05,39.97809719370294,2049-12-07,2028,2009-06-03,14010.407,0.1447495422509853,1.5308823529411764,4.28,0.004000000000000448,0,8.881784197001252e-16,2,8.881784197001252e-16,1,QE1
2009-12-15,GB00B06YGN05,57.6,10,10,0.01,45.97672826830938,2055-12-07,4600.6,2009-02-18,20147,0.22835161562515513,5.76,4.259,0.004000000000000448,0,-9.999999999994458e-4,2,8.881784197001252e-16,1,QE1
2009-12-15,GB00B54QLM75,602.9,459.1,479,0.14,50.10266940451746,2060-01-22,1134.1,2009-10-22,7000,0.1620142857142857,1.3132215203659332,4.252,0.0039999999999995595,0,8.881784197001252e-16,2,0,1,QE1
2010-01-04,GB00B058DQ55,575.3,217.8,203.2,0.19,10.171115674195756,2020-03-07,10536.3,2009-10-15,20118,0.5237250223680286,2.641414141414141,4.06,0.009000000000000341,0,0,4,0,3,QE1
2010-01-04,GB00B16NNR78,50.1,50.1,51,0.15,17.921971252566735,2027-12-07,9354.8,2009-08-05,21425.239,0.436625234378949,1,4.402,0.006000000000000227,0,8.881784197001252e-16,4,8.881784197001252e-16,3,QE1
2010-01-04,GB0002404191,60.7,60.7,50,0,18.924024640657084,2028-12-07,6194.9,2009-09-15,16931.662,0.3658766634958812,1,4.361,0.004999999999999893,0,-9.999999999994458e-4,4,-9.999999999994458e-4,3,QE1
2010-01-04,GB00B24FF097,16.7,16.7,16,0.04,20.922655715263517,2030-12-07,7086,2009-10-02,21264.849,0.3332259730600486,1,4.427,0.005999999999999339,0,0.001000000000000334,4,9.999999999994458e-4,3,QE1
2010-01-04,GB0004893086,312.1,312.1,318,0.3,22.42299794661191,2032-06-07,8761.8,2009-12-17,24618.218,0.35590715786171034,1,4.4,0.004999999999999893,0,-9.999999999994458e-4,4,-9.999999999994458e-4,3,QE1
2010-01-04,GB0030880693,217.4,217.4,201,0.25,15.170431211498974,2025-03-07,6670.9,2009-03-18,22099,0.3018643377528395,1,4.392,0.006999999999999673,0,0,4,0,3,QE1
2010-01-04,GB00B3KJDQ49,480.9,380.8,386,0.18,12.16974674880219,2022-03-07,10642.2,2009-11-25,17887.699,0.5949451631537405,1.2628676470588234,4.255,0.008000000000000007,0,0,4,0,3,QE1
2010-01-04,GB00B52WS153,444.4,444.4,436,0.36,24.673511293634498,2034-09-07,2915.9,2009-11-05,9000,0.3239888888888889,1,4.443,0.004999999999999893,0,-8.881784197001252e-16,4,-8.881784197001252e-16,3,QE1
2010-01-06,GB0031829509,916.8,631.3,568.2,0.05,4.6680355920602326,2014-09-07,12716.4,2009-10-23,28057.269,0.4532301415365836,1.4522414066212577,2.842,0.010999999999999677,0,0,2,0,1,QE1
2010-01-06,GB0033280339,1653.6,186.9,170,0.02,5.66735112936345,2015-09-07,13158.7,2009-04-02,24968,0.5270225889138097,8.847512038523274,3.149,0.008999999999999897,0,0.001000000000000334,2,0,1,QE1
2010-01-06,GB0008881541,126.6,0,0,0,5.916495550992471,2015-12-07,4095.9,2009-01-21,9997.897,0.40967615489537446,Inf,3.215,0.008000000000000007,0,0.001000000000000334,2,0,1,QE1
2010-01-06,GB00B0V3WX43,67.9,41.8,40,0,6.669404517453799,2016-09-07,7429.5,2009-07-22,25827,0.287664072482286,1.6244019138755983,3.487,0.008999999999999897,0,9.999999999998899e-4,2,9.999999999998899e-4,1,QE1
2010-01-06,GB0008931148,34.2,0,0,0,7.6331279945242985,2017-08-25,2871.4,2009-01-21,10502,0.2734145876975814,Inf,3.682,0.006000000000000227,0,-4.440892098500626e-16,2,0,1,QE1
2010-01-06,GB00B1VWPC84,663.7,0,0,0,8.164271047227926,2018-03-07,12320,2009-01-21,22388,0.5502948007861355,Inf,3.82,0.007000000000000117,0,4.440892098500626e-16,2,4.440892098500626e-16,1,QE1
2010-01-06,GB00B39R3F84,806.7,0,0,0,9.163586584531142,2019-03-07,7652.8,2009-06-04,26302.749,0.2909505770670587,Inf,4.05,0.006000000000000227,0,9.999999999994458e-4,2,0,1,QE1
