date,ticker_abrv,ois_yield,ois_tenor
2012-09-10,BPSWSE_OIS,0.3775,0.4166666666666667
2012-09-10,BPSWSF_OIS,0.3685,0.5
2012-09-10,BPSWSG_OIS,0.363,0.5833333333333334
2012-09-10,BPSWSH_OIS,0.3585,0.6666666666666666
2012-09-10,BPSWSI_OIS,0.3535,0.75
2012-09-10,BPSWSJ_OIS,0.3511,0.8333333333333334
2012-09-10,BPSWSK_OIS,0.3475,0.9166666666666666
2012-09-10,BPSWS1_OIS,0.3465,1
2012-09-10,BPSWS1F_OIS,0.3445,1.5
2012-09-10,BPSWS2_OIS,0.346,2
2012-09-10,BPSWS3_OIS,0.4031,3
2012-09-10,BPSWS4_OIS,0.51,4
2012-09-10,BPSWS5_OIS,0.6654,5
2012-09-10,BPSWS6_OIS,0.8504,6
2012-09-10,BPSWS7_OIS,1.0425,7
2012-09-10,BPSWS8_OIS,1.2375,8
2012-09-10,BPSWS9_OIS,1.4204,9
2012-09-10,BPSWS10_OIS,1.5888,10
2012-09-10,BPSWS12_OIS,1.873,12
2012-09-10,BPSWS15_OIS,2.163,15
2012-09-10,BPSWS20_OIS,2.482,20
2012-09-10,BPSWS25_OIS,2.664,25
2012-09-10,BPSWS30_OIS,2.771,30
2012-09-10,BPSWS40_OIS,2.913,40
2012-09-10,BPSWS50_OIS,2.958,50
2012-09-11,BPSWS1Z_OIS,0.425,0.019178082191780823
2012-09-11,BPSWS2Z_OIS,0.425,0.038356164383561646
2012-09-11,BPSWSA_OIS,0.4235,0.08333333333333333
2012-09-11,BPSWSB_OIS,0.415,0.16666666666666666
2012-09-11,BPSWSC_OIS,0.3995,0.25
2012-09-11,BPSWSD_OIS,0.3885,0.3333333333333333
2012-09-11,BPSWSE_OIS,0.377,0.4166666666666667
2012-09-11,BPSWSF_OIS,0.3685,0.5
2012-09-11,BPSWSG_OIS,0.3615,0.5833333333333334
2012-09-11,BPSWSH_OIS,0.353,0.6666666666666666
2012-09-11,BPSWSI_OIS,0.35,0.75
2012-09-11,BPSWSJ_OIS,0.346,0.8333333333333334
2012-09-11,BPSWSK_OIS,0.342,0.9166666666666666
2012-09-11,BPSWS1_OIS,0.3384,1
2012-09-11,BPSWS1F_OIS,0.3359,1.5
2012-09-11,BPSWS2_OIS,0.3475,2
2012-09-11,BPSWS3_OIS,0.3996,3
2012-09-11,BPSWS4_OIS,0.5012,4
2012-09-11,BPSWS5_OIS,0.6553,5
2012-09-11,BPSWS6_OIS,0.835,6
2012-09-11,BPSWS7_OIS,1.0225,7
2012-09-11,BPSWS8_OIS,1.215,8
2012-09-11,BPSWS9_OIS,1.4048,9
2012-09-11,BPSWS10_OIS,1.571,10
2012-09-11,BPSWS12_OIS,1.856,12
2012-09-11,BPSWS15_OIS,2.15,15
2012-09-11,BPSWS20_OIS,2.4775,20
2012-09-11,BPSWS25_OIS,2.66,25
2012-09-11,BPSWS30_OIS,2.76875,30
2012-09-11,BPSWS40_OIS,2.91,40
2012-09-11,BPSWS50_OIS,2.955,50
2012-09-12,BPSWS1Z_OIS,0.4275,0.019178082191780823
2012-09-12,BPSWS2Z_OIS,0.4255,0.038356164383561646
2012-09-12,BPSWSA_OIS,0.4225,0.08333333333333333
2012-09-12,BPSWSB_OIS,0.4141,0.16666666666666666
2012-09-12,BPSWSC_OIS,0.4015,0.25
2012-09-12,BPSWSD_OIS,0.3905,0.3333333333333333
2012-09-12,BPSWSE_OIS,0.3825,0.4166666666666667
2012-09-12,BPSWSF_OIS,0.38,0.5
2012-09-12,BPSWSG_OIS,0.3725,0.5833333333333334
2012-09-12,BPSWSH_OIS,0.366,0.6666666666666666
2012-09-12,BPSWSI_OIS,0.3615,0.75
2012-09-12,BPSWSJ_OIS,0.3575,0.8333333333333334
2012-09-12,BPSWSK_OIS,0.3545,0.9166666666666666
2012-09-12,BPSWS1_OIS,0.3526,1
2012-09-12,BPSWS1F_OIS,0.3539,1.5
2012-09-12,BPSWS2_OIS,0.3675,2
2012-09-12,BPSWS3_OIS,0.435,3
2012-09-12,BPSWS4_OIS,0.55,4
2012-09-12,BPSWS5_OIS,0.714,5
2012-09-12,BPSWS6_OIS,0.898,6
2012-09-12,BPSWS7_OIS,1.0969,7
2012-09-12,BPSWS8_OIS,1.2982,8
2012-09-12,BPSWS9_OIS,1.48,9
2012-09-12,BPSWS10_OIS,1.654,10
2012-09-12,BPSWS12_OIS,1.938,12
2012-09-12,BPSWS15_OIS,2.2307,15
2012-09-12,BPSWS20_OIS,2.55,20
2012-09-12,BPSWS25_OIS,2.727,25
2012-09-12,BPSWS30_OIS,2.831,30
2012-09-12,BPSWS40_OIS,2.968,40
2012-09-12,BPSWS50_OIS,3.013,50
2012-09-13,BPSWS1Z_OIS,0.4225,0.019178082191780823
2012-09-13,BPSWS2Z_OIS,0.4225,0.038356164383561646
2012-09-13,BPSWSA_OIS,0.4195,0.08333333333333333
2012-09-13,BPSWSB_OIS,0.4124,0.16666666666666666
2012-09-13,BPSWSC_OIS,0.4007,0.25
2012-09-13,BPSWSD_OIS,0.388,0.3333333333333333
2012-09-13,BPSWSE_OIS,0.3785,0.4166666666666667
2012-09-13,BPSWSF_OIS,0.3725,0.5
2012-09-13,BPSWSG_OIS,0.3665,0.5833333333333334
2012-09-13,BPSWSH_OIS,0.365,0.6666666666666666
2012-09-13,BPSWSI_OIS,0.3585,0.75
2012-09-13,BPSWSJ_OIS,0.3575,0.8333333333333334
2012-09-13,BPSWSK_OIS,0.355,0.9166666666666666
2012-09-13,BPSWS1_OIS,0.3525,1
2012-09-13,BPSWS1F_OIS,0.35,1.5
2012-09-13,BPSWS2_OIS,0.365,2
2012-09-13,BPSWS3_OIS,0.415,3
2012-09-13,BPSWS4_OIS,0.54,4
2012-09-13,BPSWS5_OIS,0.705,5
2012-09-13,BPSWS6_OIS,0.886,6
2012-09-13,BPSWS7_OIS,1.08,7
2012-09-13,BPSWS8_OIS,1.281,8
2012-09-13,BPSWS9_OIS,1.466,9
2012-09-13,BPSWS10_OIS,1.64,10
2012-09-13,BPSWS12_OIS,1.94,12
2012-09-13,BPSWS15_OIS,2.209,15
2012-09-13,BPSWS20_OIS,2.526,20
2012-09-13,BPSWS25_OIS,2.699,25
2012-09-13,BPSWS30_OIS,2.801,30
2012-09-13,BPSWS40_OIS,2.953,40
2012-09-13,BPSWS50_OIS,2.995,50
2012-09-14,BPSWS1Z_OIS,0.4225,0.019178082191780823
2012-09-14,BPSWS2Z_OIS,0.4225,0.038356164383561646
2012-09-14,BPSWSA_OIS,0.4185,0.08333333333333333
2012-09-14,BPSWSB_OIS,0.41,0.16666666666666666
2012-09-14,BPSWSC_OIS,0.3985,0.25
2012-09-14,BPSWSD_OIS,0.39,0.3333333333333333
2012-09-14,BPSWSE_OIS,0.38,0.4166666666666667
2012-09-14,BPSWSF_OIS,0.3725,0.5
2012-09-14,BPSWSG_OIS,0.3675,0.5833333333333334
2012-09-14,BPSWSH_OIS,0.365,0.6666666666666666
2012-09-14,BPSWSI_OIS,0.3625,0.75
2012-09-14,BPSWSJ_OIS,0.36,0.8333333333333334
2012-09-14,BPSWSK_OIS,0.36,0.9166666666666666
2012-09-14,BPSWS1_OIS,0.3605,1
2012-09-14,BPSWS1F_OIS,0.3694,1.5
2012-09-14,BPSWS2_OIS,0.395,2
2012-09-14,BPSWS3_OIS,0.4747,3
2012-09-14,BPSWS4_OIS,0.6,4
2012-09-14,BPSWS5_OIS,0.786,5
2012-09-14,BPSWS6_OIS,0.9803,6
2012-09-14,BPSWS7_OIS,1.1859,7
2012-09-14,BPSWS8_OIS,1.3919,8
2012-09-14,BPSWS9_OIS,1.5825,9
2012-09-14,BPSWS10_OIS,1.756,10
2012-09-14,BPSWS12_OIS,2.038,12
2012-09-14,BPSWS15_OIS,2.3316,15
2012-09-14,BPSWS20_OIS,2.6407,20
2012-09-14,BPSWS25_OIS,2.813,25
2012-09-14,BPSWS30_OIS,2.913,30
2012-09-14,BPSWS40_OIS,3.043,40
2012-09-14,BPSWS50_OIS,3.083,50
2012-09-17,BPSWS1Z_OIS,0.42,0.019178082191780823
2012-09-17,BPSWS2Z_OIS,0.42,0.038356164383561646
2012-09-17,BPSWSA_OIS,0.415,0.08333333333333333
2012-09-17,BPSWSB_OIS,0.4075,0.16666666666666666
2012-09-17,BPSWSC_OIS,0.3955,0.25
2012-09-17,BPSWSD_OIS,0.3865,0.3333333333333333
2012-09-17,BPSWSE_OIS,0.3775,0.4166666666666667
2012-09-17,BPSWSF_OIS,0.3735,0.5
2012-09-17,BPSWSG_OIS,0.3705,0.5833333333333334
2012-09-17,BPSWSH_OIS,0.366,0.6666666666666666
2012-09-17,BPSWSI_OIS,0.363,0.75
2012-09-17,BPSWSJ_OIS,0.3625,0.8333333333333334
2012-09-17,BPSWSK_OIS,0.361,0.9166666666666666
2012-09-17,BPSWS1_OIS,0.3622,1
2012-09-17,BPSWS1F_OIS,0.3705,1.5
2012-09-17,BPSWS2_OIS,0.395,2
2012-09-17,BPSWS3_OIS,0.4783,3
2012-09-17,BPSWS4_OIS,0.6,4
2012-09-17,BPSWS5_OIS,0.765,5
2012-09-17,BPSWS6_OIS,0.95935,6
2012-09-17,BPSWS7_OIS,1.1568,7
2012-09-17,BPSWS8_OIS,1.3574,8
2012-09-17,BPSWS9_OIS,1.542,9
2012-09-17,BPSWS10_OIS,1.716,10
2012-09-17,BPSWS12_OIS,1.995,12
2012-09-17,BPSWS15_OIS,2.288,15
2012-09-17,BPSWS20_OIS,2.5925,20
2012-09-17,BPSWS25_OIS,2.7615,25
2012-09-17,BPSWS30_OIS,2.86,30
2012-09-17,BPSWS40_OIS,2.9825,40
2012-09-17,BPSWS50_OIS,3.0185,50
2012-09-18,BPSWS1Z_OIS,0.42,0.019178082191780823
2012-09-18,BPSWS2Z_OIS,0.418,0.038356164383561646
2012-09-18,BPSWSA_OIS,0.413,0.08333333333333333
2012-09-18,BPSWSB_OIS,0.4031,0.16666666666666666
2012-09-18,BPSWSC_OIS,0.3925,0.25
2012-09-18,BPSWSD_OIS,0.3845,0.3333333333333333
2012-09-18,BPSWSE_OIS,0.3775,0.4166666666666667
2012-09-18,BPSWSF_OIS,0.3735,0.5
2012-09-18,BPSWSG_OIS,0.3695,0.5833333333333334
2012-09-18,BPSWSH_OIS,0.3645,0.6666666666666666
2012-09-18,BPSWSI_OIS,0.3625,0.75
2012-09-18,BPSWSJ_OIS,0.3605,0.8333333333333334
2012-09-18,BPSWSK_OIS,0.36,0.9166666666666666
2012-09-18,BPSWS1_OIS,0.3583,1
2012-09-18,BPSWS1F_OIS,0.3625,1.5
2012-09-18,BPSWS2_OIS,0.38,2
2012-09-18,BPSWS3_OIS,0.4525,3
2012-09-18,BPSWS4_OIS,0.57375,4
2012-09-18,BPSWS5_OIS,0.745,5
2012-09-18,BPSWS6_OIS,0.933,6
2012-09-18,BPSWS7_OIS,1.128,7
2012-09-18,BPSWS8_OIS,1.3262,8
2012-09-18,BPSWS9_OIS,1.5112,9
2012-09-18,BPSWS10_OIS,1.682,10
2012-09-18,BPSWS12_OIS,1.961,12
2012-09-18,BPSWS15_OIS,2.253,15
2012-09-18,BPSWS20_OIS,2.565,20
2012-09-18,BPSWS25_OIS,2.7325,25
2012-09-18,BPSWS30_OIS,2.83,30
2012-09-18,BPSWS40_OIS,2.95,40
2012-09-18,BPSWS50_OIS,2.9852,50
2012-09-19,BPSWS1Z_OIS,0.42,0.019178082191780823
2012-09-19,BPSWS2Z_OIS,0.42,0.038356164383561646
2012-09-19,BPSWSA_OIS,0.4155,0.08333333333333333
2012-09-19,BPSWSB_OIS,0.4059,0.16666666666666666
2012-09-19,BPSWSC_OIS,0.395,0.25
2012-09-19,BPSWSD_OIS,0.385,0.3333333333333333
2012-09-19,BPSWSE_OIS,0.378,0.4166666666666667
2012-09-19,BPSWSF_OIS,0.371,0.5
2012-09-19,BPSWSG_OIS,0.365,0.5833333333333334
2012-09-19,BPSWSH_OIS,0.36,0.6666666666666666
2012-09-19,BPSWSI_OIS,0.356,0.75
2012-09-19,BPSWSJ_OIS,0.354,0.8333333333333334
2012-09-19,BPSWSK_OIS,0.352,0.9166666666666666
2012-09-19,BPSWS1_OIS,0.3525,1
2012-09-19,BPSWS1F_OIS,0.3565,1.5
2012-09-19,BPSWS2_OIS,0.375,2
2012-09-19,BPSWS3_OIS,0.45,3
2012-09-19,BPSWS4_OIS,0.56,4
2012-09-19,BPSWS5_OIS,0.725,5
2012-09-19,BPSWS6_OIS,0.908,6
2012-09-19,BPSWS7_OIS,1.1,7
2012-09-19,BPSWS8_OIS,1.293,8
2012-09-19,BPSWS9_OIS,1.478,9
2012-09-19,BPSWS10_OIS,1.6475,10
2012-09-19,BPSWS12_OIS,1.9225,12
2012-09-19,BPSWS15_OIS,2.208,15
2012-09-19,BPSWS20_OIS,2.523,20
2012-09-19,BPSWS25_OIS,2.693,25
2012-09-19,BPSWS30_OIS,2.798,30
2012-09-19,BPSWS40_OIS,2.91,40
2012-09-19,BPSWS50_OIS,2.94,50
2012-09-20,BPSWS1Z_OIS,0.425,0.019178082191780823
2012-09-20,BPSWS2Z_OIS,0.425,0.038356164383561646
2012-09-20,BPSWSA_OIS,0.4155,0.08333333333333333
2012-09-20,BPSWSB_OIS,0.408,0.16666666666666666
2012-09-20,BPSWSC_OIS,0.3955,0.25
2012-09-20,BPSWSD_OIS,0.386,0.3333333333333333
2012-09-20,BPSWSE_OIS,0.3795,0.4166666666666667
2012-09-20,BPSWSF_OIS,0.372,0.5
2012-09-20,BPSWSG_OIS,0.365,0.5833333333333334
2012-09-20,BPSWSH_OIS,0.359,0.6666666666666666
2012-09-20,BPSWSI_OIS,0.356,0.75
2012-09-20,BPSWSJ_OIS,0.354,0.8333333333333334
2012-09-20,BPSWSK_OIS,0.351,0.9166666666666666
2012-09-20,BPSWS1_OIS,0.3505,1
2012-09-20,BPSWS1F_OIS,0.3495,1.5
2012-09-20,BPSWS2_OIS,0.363,2
2012-09-20,BPSWS3_OIS,0.4283,3
2012-09-20,BPSWS4_OIS,0.54,4
2012-09-20,BPSWS5_OIS,0.7,5
2012-09-20,BPSWS6_OIS,0.88,6
2012-09-20,BPSWS7_OIS,1.07,7
2012-09-20,BPSWS8_OIS,1.258,8
2012-09-20,BPSWS9_OIS,1.44,9
2012-09-20,BPSWS10_OIS,1.6075,10
2012-09-20,BPSWS12_OIS,1.88,12
2012-09-20,BPSWS15_OIS,2.17,15
2012-09-20,BPSWS20_OIS,2.4825,20
2012-09-20,BPSWS25_OIS,2.6575,25
2012-09-20,BPSWS30_OIS,2.755,30
2012-09-20,BPSWS40_OIS,2.875,40
2012-09-20,BPSWS50_OIS,2.903,50
2012-09-21,BPSWS1Z_OIS,0.425,0.019178082191780823
2012-09-21,BPSWS2Z_OIS,0.4243,0.038356164383561646
2012-09-21,BPSWSA_OIS,0.4187,0.08333333333333333
2012-09-21,BPSWSB_OIS,0.40985,0.16666666666666666
2012-09-21,BPSWSC_OIS,0.3975,0.25
2012-09-21,BPSWSD_OIS,0.3885,0.3333333333333333
2012-09-21,BPSWSE_OIS,0.3795,0.4166666666666667
2012-09-21,BPSWSF_OIS,0.375,0.5
2012-09-21,BPSWSG_OIS,0.369,0.5833333333333334
2012-09-21,BPSWSH_OIS,0.365,0.6666666666666666
2012-09-21,BPSWSI_OIS,0.36,0.75
2012-09-21,BPSWSJ_OIS,0.357,0.8333333333333334
2012-09-21,BPSWSK_OIS,0.355,0.9166666666666666
2012-09-21,BPSWS1_OIS,0.354,1
2012-09-21,BPSWS1F_OIS,0.3543,1.5
2012-09-21,BPSWS2_OIS,0.373,2
2012-09-21,BPSWS3_OIS,0.4484,3
2012-09-21,BPSWS4_OIS,0.562,4
2012-09-21,BPSWS5_OIS,0.71745,5
2012-09-21,BPSWS6_OIS,0.895,6
2012-09-21,BPSWS7_OIS,1.0875,7
2012-09-21,BPSWS8_OIS,1.275,8
2012-09-21,BPSWS9_OIS,1.458,9
2012-09-21,BPSWS10_OIS,1.625,10
2012-09-21,BPSWS12_OIS,1.898,12
2012-09-21,BPSWS15_OIS,2.185,15
2012-09-21,BPSWS20_OIS,2.503,20
2012-09-21,BPSWS25_OIS,2.68,25
2012-09-21,BPSWS30_OIS,2.785,30
2012-09-21,BPSWS40_OIS,2.905,40
2012-09-21,BPSWS50_OIS,2.9363,50
2012-09-24,BPSWS1Z_OIS,0.428,0.019178082191780823
2012-09-24,BPSWS2Z_OIS,0.4212,0.038356164383561646
2012-09-24,BPSWSA_OIS,0.42,0.08333333333333333
2012-09-24,BPSWSB_OIS,0.4062,0.16666666666666666
2012-09-24,BPSWSC_OIS,0.3975,0.25
2012-09-24,BPSWSD_OIS,0.3875,0.3333333333333333
2012-09-24,BPSWSE_OIS,0.3785,0.4166666666666667
2012-09-24,BPSWSF_OIS,0.375,0.5
2012-09-24,BPSWSG_OIS,0.369,0.5833333333333334
2012-09-24,BPSWSH_OIS,0.365,0.6666666666666666
2012-09-24,BPSWSI_OIS,0.361,0.75
2012-09-24,BPSWSJ_OIS,0.3557,0.8333333333333334
2012-09-24,BPSWSK_OIS,0.3575,0.9166666666666666
2012-09-24,BPSWS1_OIS,0.355,1
2012-09-24,BPSWS1F_OIS,0.3579,1.5
2012-09-24,BPSWS2_OIS,0.3775,2
2012-09-24,BPSWS3_OIS,0.455,3
2012-09-24,BPSWS4_OIS,0.564,4
2012-09-24,BPSWS5_OIS,0.7175,5
2012-09-24,BPSWS6_OIS,0.9025,6
2012-09-24,BPSWS7_OIS,1.09,7
2012-09-24,BPSWS8_OIS,1.28,8
2012-09-24,BPSWS9_OIS,1.46,9
2012-09-24,BPSWS10_OIS,1.6275,10
2012-09-24,BPSWS12_OIS,1.9,12
2012-09-24,BPSWS15_OIS,2.19,15
2012-09-24,BPSWS20_OIS,2.5175,20
2012-09-24,BPSWS25_OIS,2.7025,25
2012-09-24,BPSWS30_OIS,2.8075,30
2012-09-24,BPSWS40_OIS,2.93,40
2012-09-24,BPSWS50_OIS,2.9575,50
2012-09-25,BPSWS1Z_OIS,0.43,0.019178082191780823
2012-09-25,BPSWS2Z_OIS,0.425,0.038356164383561646
2012-09-25,BPSWSA_OIS,0.4175,0.08333333333333333
2012-09-25,BPSWSB_OIS,0.4075,0.16666666666666666
2012-09-25,BPSWSC_OIS,0.3945,0.25
2012-09-25,BPSWSD_OIS,0.385,0.3333333333333333
2012-09-25,BPSWSE_OIS,0.378,0.4166666666666667
2012-09-25,BPSWSF_OIS,0.372,0.5
2012-09-25,BPSWSG_OIS,0.367,0.5833333333333334
2012-09-25,BPSWSH_OIS,0.3625,0.6666666666666666
2012-09-25,BPSWSI_OIS,0.3605,0.75
2012-09-25,BPSWSJ_OIS,0.3575,0.8333333333333334
2012-09-25,BPSWSK_OIS,0.3555,0.9166666666666666
2012-09-25,BPSWS1_OIS,0.3545,1
2012-09-25,BPSWS1F_OIS,0.3575,1.5
2012-09-25,BPSWS2_OIS,0.3775,2
2012-09-25,BPSWS3_OIS,0.461,3
2012-09-25,BPSWS4_OIS,0.569,4
2012-09-25,BPSWS5_OIS,0.717,5
2012-09-25,BPSWS6_OIS,0.895,6
2012-09-25,BPSWS7_OIS,1.08,7
2012-09-25,BPSWS8_OIS,1.2625,8
2012-09-25,BPSWS9_OIS,1.4425,9
2012-09-25,BPSWS10_OIS,1.6075,10
2012-09-25,BPSWS12_OIS,1.88,12
2012-09-25,BPSWS15_OIS,2.17,15
2012-09-25,BPSWS20_OIS,2.4925,20
2012-09-25,BPSWS25_OIS,2.6725,25
2012-09-25,BPSWS30_OIS,2.7725,30
2012-09-25,BPSWS40_OIS,2.8925,40
2012-09-25,BPSWS50_OIS,2.9175,50
2012-09-26,BPSWS1Z_OIS,0.4275,0.019178082191780823
2012-09-26,BPSWS2Z_OIS,0.4198,0.038356164383561646
2012-09-26,BPSWSA_OIS,0.4175,0.08333333333333333
2012-09-26,BPSWSB_OIS,0.405,0.16666666666666666
2012-09-26,BPSWSC_OIS,0.3935,0.25
2012-09-26,BPSWSD_OIS,0.3845,0.3333333333333333
2012-09-26,BPSWSE_OIS,0.3765,0.4166666666666667
2012-09-26,BPSWSF_OIS,0.373,0.5
2012-09-26,BPSWSG_OIS,0.368,0.5833333333333334
2012-09-26,BPSWSH_OIS,0.365,0.6666666666666666
2012-09-26,BPSWSI_OIS,0.3625,0.75
2012-09-26,BPSWSJ_OIS,0.358,0.8333333333333334
2012-09-26,BPSWSK_OIS,0.356,0.9166666666666666
2012-09-26,BPSWS1_OIS,0.3555,1
2012-09-26,BPSWS1F_OIS,0.3565,1.5
2012-09-26,BPSWS2_OIS,0.372,2
2012-09-26,BPSWS3_OIS,0.4425,3
2012-09-26,BPSWS4_OIS,0.54,4
2012-09-26,BPSWS5_OIS,0.6827,5
2012-09-26,BPSWS6_OIS,0.848,6
2012-09-26,BPSWS7_OIS,1.028,7
2012-09-26,BPSWS8_OIS,1.205,8
2012-09-26,BPSWS9_OIS,1.378,9
2012-09-26,BPSWS10_OIS,1.538,10
2012-09-26,BPSWS12_OIS,1.81,12
2012-09-26,BPSWS15_OIS,2.1075,15
2012-09-26,BPSWS20_OIS,2.435,20
2012-09-26,BPSWS25_OIS,2.6175,25
2012-09-26,BPSWS30_OIS,2.7176,30
2012-09-26,BPSWS40_OIS,2.835,40
2012-09-26,BPSWS50_OIS,2.86,50
2012-09-27,BPSWS1Z_OIS,0.4275,0.019178082191780823
2012-09-27,BPSWS2Z_OIS,0.42,0.038356164383561646
2012-09-27,BPSWSA_OIS,0.415,0.08333333333333333
2012-09-27,BPSWSB_OIS,0.405,0.16666666666666666
2012-09-27,BPSWSC_OIS,0.3925,0.25
2012-09-27,BPSWSD_OIS,0.3835,0.3333333333333333
2012-09-27,BPSWSE_OIS,0.375,0.4166666666666667
2012-09-27,BPSWSF_OIS,0.37,0.5
2012-09-27,BPSWSG_OIS,0.3645,0.5833333333333334
2012-09-27,BPSWSH_OIS,0.3595,0.6666666666666666
2012-09-27,BPSWSI_OIS,0.354,0.75
2012-09-27,BPSWSJ_OIS,0.351,0.8333333333333334
2012-09-27,BPSWSK_OIS,0.349,0.9166666666666666
2012-09-27,BPSWS1_OIS,0.3464,1
2012-09-27,BPSWS1F_OIS,0.3453,1.5
2012-09-27,BPSWS2_OIS,0.358,2
2012-09-27,BPSWS3_OIS,0.4279,3
2012-09-27,BPSWS4_OIS,0.5399,4
2012-09-27,BPSWS5_OIS,0.688,5
2012-09-27,BPSWS6_OIS,0.853,6
2012-09-27,BPSWS7_OIS,1.038,7
2012-09-27,BPSWS8_OIS,1.225,8
2012-09-27,BPSWS9_OIS,1.405,9
2012-09-27,BPSWS10_OIS,1.575,10
2012-09-27,BPSWS12_OIS,1.85,12
2012-09-27,BPSWS15_OIS,2.153,15
2012-09-27,BPSWS20_OIS,2.475,20
2012-09-27,BPSWS25_OIS,2.655,25
2012-09-27,BPSWS30_OIS,2.755,30
2012-09-27,BPSWS40_OIS,2.88,40
2012-09-27,BPSWS50_OIS,2.91,50
2012-09-28,BPSWS1Z_OIS,0.4223,0.019178082191780823
2012-09-28,BPSWS2Z_OIS,0.4171,0.038356164383561646
2012-09-28,BPSWSA_OIS,0.4135,0.08333333333333333
2012-09-28,BPSWSB_OIS,0.4025,0.16666666666666666
2012-09-28,BPSWSC_OIS,0.3875,0.25
2012-09-28,BPSWSD_OIS,0.375,0.3333333333333333
2012-09-28,BPSWSE_OIS,0.36,0.4166666666666667
2012-09-28,BPSWSF_OIS,0.3585,0.5
2012-09-28,BPSWSG_OIS,0.3435,0.5833333333333334
2012-09-28,BPSWSH_OIS,0.3425,0.6666666666666666
2012-09-28,BPSWSI_OIS,0.335,0.75
2012-09-28,BPSWSJ_OIS,0.33,0.8333333333333334
2012-09-28,BPSWSK_OIS,0.325,0.9166666666666666
2012-09-28,BPSWS1_OIS,0.3225,1
2012-09-28,BPSWS1F_OIS,0.3138,1.5
2012-09-28,BPSWS2_OIS,0.3175,2
2012-09-28,BPSWS3_OIS,0.3975,3
2012-09-28,BPSWS4_OIS,0.5,4
2012-09-28,BPSWS5_OIS,0.666,5
2012-09-28,BPSWS6_OIS,0.8525,6
2012-09-28,BPSWS7_OIS,1.0475,7
2012-09-28,BPSWS8_OIS,1.2375,8
2012-09-28,BPSWS9_OIS,1.4175,9
2012-09-28,BPSWS10_OIS,1.58,10
2012-09-28,BPSWS12_OIS,1.8525,12
2012-09-28,BPSWS15_OIS,2.155,15
2012-09-28,BPSWS20_OIS,2.4768,20
2012-09-28,BPSWS25_OIS,2.655,25
2012-09-28,BPSWS30_OIS,2.755,30
2012-09-28,BPSWS40_OIS,2.88,40
2012-09-28,BPSWS50_OIS,2.91,50
2012-10-01,BPSWS1Z_OIS,0.4147,0.019178082191780823
2012-10-01,BPSWS2Z_OIS,0.41,0.038356164383561646
2012-10-01,BPSWSA_OIS,0.406,0.08333333333333333
2012-10-01,BPSWSB_OIS,0.393,0.16666666666666666
2012-10-01,BPSWSC_OIS,0.379,0.25
2012-10-01,BPSWSD_OIS,0.3701,0.3333333333333333
2012-10-01,BPSWSE_OIS,0.3615,0.4166666666666667
2012-10-01,BPSWSF_OIS,0.353,0.5
2012-10-01,BPSWSG_OIS,0.346,0.5833333333333334
2012-10-01,BPSWSH_OIS,0.338,0.6666666666666666
2012-10-01,BPSWSI_OIS,0.333,0.75
2012-10-01,BPSWSJ_OIS,0.3305,0.8333333333333334
2012-10-01,BPSWSK_OIS,0.3265,0.9166666666666666
2012-10-01,BPSWS1_OIS,0.3235,1
2012-10-01,BPSWS1F_OIS,0.31565,1.5
2012-10-01,BPSWS2_OIS,0.33,2
2012-10-01,BPSWS3_OIS,0.3975,3
2012-10-01,BPSWS4_OIS,0.51,4
2012-10-01,BPSWS5_OIS,0.665,5
2012-10-01,BPSWS6_OIS,0.84,6
2012-10-01,BPSWS7_OIS,1.033,7
2012-10-01,BPSWS8_OIS,1.22,8
2012-10-01,BPSWS9_OIS,1.403,9
2012-10-01,BPSWS10_OIS,1.573,10
2012-10-01,BPSWS12_OIS,1.848,12
2012-10-01,BPSWS15_OIS,2.145,15
2012-10-01,BPSWS20_OIS,2.46,20
2012-10-01,BPSWS25_OIS,2.64,25
2012-10-01,BPSWS30_OIS,2.7425,30
2012-10-01,BPSWS40_OIS,2.86,40
2012-10-01,BPSWS50_OIS,2.895,50
2012-10-02,BPSWS1Z_OIS,0.406,0.019178082191780823
2012-10-02,BPSWS2Z_OIS,0.404,0.038356164383561646
2012-10-02,BPSWSA_OIS,0.4015,0.08333333333333333
2012-10-02,BPSWSB_OIS,0.3874,0.16666666666666666
2012-10-02,BPSWSC_OIS,0.375,0.25
2012-10-02,BPSWSD_OIS,0.3645,0.3333333333333333
2012-10-02,BPSWSE_OIS,0.353,0.4166666666666667
2012-10-02,BPSWSF_OIS,0.346,0.5
2012-10-02,BPSWSG_OIS,0.337,0.5833333333333334
2012-10-02,BPSWSH_OIS,0.3306,0.6666666666666666
2012-10-02,BPSWSI_OIS,0.3275,0.75
2012-10-02,BPSWSJ_OIS,0.3235,0.8333333333333334
2012-10-02,BPSWSK_OIS,0.32,0.9166666666666666
2012-10-02,BPSWS1_OIS,0.3175,1
2012-10-02,BPSWS1F_OIS,0.3094,1.5
2012-10-02,BPSWS2_OIS,0.32,2
2012-10-02,BPSWS3_OIS,0.3923,3
2012-10-02,BPSWS4_OIS,0.4975,4
2012-10-02,BPSWS5_OIS,0.6475,5
2012-10-02,BPSWS6_OIS,0.834,6
2012-10-02,BPSWS7_OIS,1.025,7
2012-10-02,BPSWS8_OIS,1.2175,8
2012-10-02,BPSWS9_OIS,1.3961,9
2012-10-02,BPSWS10_OIS,1.57,10
